"id","data","bdate","ddate","lifespan","name","seats","female"
"142580","cbdb",596,637,41,"張珪",NA,0
"142592","cbdb",596,664,68,"張威",NA,0
"142626","cbdb",596,673,77,"某氏(九品亡宮)",NA,1
"142632","cbdb",596,674,78,"李三娘",NA,1
"142733","cbdb",596,684,88,"郭祥",NA,0
"145913","cbdb",596,679,83,"李義璋",NA,0
"A001519","ddm",596,667,71,"道宣",NA,NA
"A009046","ddm",596,658,62,"褚遂良",NA,NA
"A024748","ddm",596,654,58,"孝德天皇",NA,NA
"31422","cbdb",597,669,72,"元仁惠",NA,0
"139411","cbdb",597,663,66,"李辯",NA,0
"138884","cbdb",597,649,52,"李良",NA,0
"138888","cbdb",597,649,52,"某秀",NA,0
"138952","cbdb",597,651,54,"唐阿深",NA,1
"139030","cbdb",597,654,57,"姬推",NA,0
"139077","cbdb",597,656,59,"孟秤",NA,1
"139085","cbdb",597,656,59,"可那氏(張某(可那氏夫)妻)",NA,1
"139108","cbdb",597,657,60,"緱綱",NA,0
"139111","cbdb",597,657,60,"張氏(張定景女)",NA,1
"139217","cbdb",597,660,63,"魏某",NA,0
"139248","cbdb",597,650,53,"斛斯師德",NA,0
"139256","cbdb",597,661,64,"郭壽",NA,0
"139555","cbdb",597,668,71,"孫君",NA,0
"139575","cbdb",597,667,70,"上官義",NA,0
"139710","cbdb",597,678,81,"某氏",NA,1
"139737","cbdb",597,646,49,"元仁師",NA,0
"139741","cbdb",597,663,66,"朱憲",NA,0
"139962","cbdb",597,692,95,"蕭遇",NA,0
"142217","cbdb",597,626,29,"高氏(高世達女)",NA,1
"142240","cbdb",597,635,38,"宋行",NA,0
"142445","cbdb",597,641,44,"某某",NA,0
"142530","cbdb",597,657,60,"龍義",NA,0
"142575","cbdb",597,665,68,"聿珪",NA,1
"142616","cbdb",597,673,76,"史住",NA,0
"142699","cbdb",597,683,86,"麴連",NA,1
"A004633","ddm",597,647,50,"慧遠",NA,NA
"13060","cbdb",598,649,51,"李世民（唐太宗）",NA,0
"138755","cbdb",598,633,35,"張岳",NA,0
"138765","cbdb",598,635,37,"長孫家慶",NA,0
"138830","cbdb",598,646,48,"班氏(班謙女)",NA,1
"138958","cbdb",598,651,53,"成公氏(張某(成公氏夫)妻)",NA,1
"138968","cbdb",598,652,54,"張萬善",NA,0
"139165","cbdb",598,659,61,"戴滿",NA,1
"139187","cbdb",598,659,61,"孟普",NA,0
"139226","cbdb",598,660,62,"許緒",NA,0
"139233","cbdb",598,660,62,"某詮",NA,0
"139286","cbdb",598,662,64,"毛姿臺",NA,1
"139294","cbdb",598,662,64,"王仁",NA,0
"139499","cbdb",598,666,68,"陳才",NA,0
"139518","cbdb",598,650,52,"王纂",NA,0
"139527","cbdb",598,667,69,"許國",NA,0
"139544","cbdb",598,668,70,"李文",NA,0
"139548","cbdb",598,668,70,"牛氏(牛善女)",NA,1
"139562","cbdb",598,669,71,"范彥",NA,0
"139582","cbdb",598,670,72,"劉德閏",NA,0
"139591","cbdb",598,670,72,"索行",NA,0
"139600","cbdb",598,670,72,"呂道",NA,0
"139602","cbdb",598,649,51,"朱通",NA,0
"139622","cbdb",598,669,71,"劉盛",NA,0
"139655","cbdb",598,672,74,"朱遠",NA,0
"139742","cbdb",598,666,68,"管深",NA,0
"139772","cbdb",598,681,83,"王某",NA,0
"139777","cbdb",598,681,83,"張某",NA,0
"142254","cbdb",598,642,44,"左氏(嚴懷保妻)",NA,1
"142435","cbdb",598,654,56,"馬敏",NA,0
"142566","cbdb",598,665,67,"溫濬",NA,0
"142587","cbdb",598,653,55,"崔穆",NA,0
"142652","cbdb",598,669,71,"范褒",NA,0
"142721","cbdb",598,664,66,"郭海",NA,0
"142734","cbdb",598,672,74,"董師",NA,0
"A002414","ddm",598,649,51,"李世民",NA,NA
"138834","cbdb",599,646,47,"楊德",NA,0
"139430","cbdb",599,629,30,"段賾",NA,0
"139461","cbdb",599,665,66,"賈信",NA,0
"138927","cbdb",599,650,51,"張寶",NA,0
"138943","cbdb",599,651,52,"李敬",NA,0
"138951","cbdb",599,648,49,"某基",NA,0
"138984","cbdb",599,653,54,"程寶安",NA,0
"139018","cbdb",599,652,53,"王素",NA,0
"139037","cbdb",599,653,54,"李強",NA,0
"139086","cbdb",599,648,49,"程雄",NA,0
"139087","cbdb",599,656,57,"王師感",NA,0
"139149","cbdb",599,658,59,"王氏(王儜女)",NA,1
"139169","cbdb",599,659,60,"支懷",NA,0
"139188","cbdb",599,659,60,"張振",NA,0
"139199","cbdb",599,659,60,"劉延壽",NA,0
"139249","cbdb",599,661,62,"竹妙",NA,1
"139319","cbdb",599,681,82,"張倫",NA,0
"139349","cbdb",599,666,67,"寵德威",NA,0
"139511","cbdb",599,667,68,"張海",NA,0
"139585","cbdb",599,670,71,"劉朗",NA,0
"139605","cbdb",599,670,71,"段瑋",NA,0
"139670","cbdb",599,637,38,"王儉",NA,0
"139767","cbdb",599,672,73,"蕭氏(蕭瑀女)",NA,1
"139805","cbdb",599,678,79,"張懿",NA,0
"140208","cbdb",599,683,84,"陸某",NA,0
"140413","cbdb",599,671,72,"孫安",NA,0
"142427","cbdb",599,653,54,"張團兒",NA,0
"142631","cbdb",599,674,75,"某氏(六品亡宮)",NA,1
"142648","cbdb",599,676,77,"李法滿",NA,0
"142653","cbdb",599,675,76,"馬惲",NA,0
"142678","cbdb",599,679,80,"能延褒",NA,0
"142706","cbdb",599,684,85,"苗裕",NA,0
"142720","cbdb",599,638,39,"王敬",NA,0
"142749","cbdb",599,660,61,"任智才",NA,0
"146061","cbdb",599,661,62,"路詮",NA,0
"A040231","ddm",599,672,73,"法樂",NA,NA
"17868","cbdb",600,659,59,"唐臨",NA,0
"31111","cbdb",600,684,84,"楊德裔",NA,0
"92423","cbdb",600,664,64,"陳褘",NA,0
"139416","cbdb",600,663,63,"邊師",NA,0
"139424","cbdb",600,664,64,"鮮於氏(王德妻)",NA,1
"139426","cbdb",600,663,63,"王玄",NA,0
"139441","cbdb",600,665,65,"劉寶",NA,1
"139456","cbdb",600,665,65,"史信",NA,0
"139203","cbdb",600,660,60,"趙軌",NA,0
"139245","cbdb",600,661,61,"王孫",NA,0
"139253","cbdb",600,661,61,"某某",NA,0
"139298","cbdb",600,663,63,"田君彥",NA,0
"139489","cbdb",600,666,66,"趙宗",NA,0
"139490","cbdb",600,666,66,"來僧",NA,0
"139673","cbdb",600,673,73,"董仁",NA,0
"139726","cbdb",600,674,74,"王留生",NA,0
"139785","cbdb",600,682,82,"李聞禮",NA,0
"139826","cbdb",600,684,84,"某某",NA,0
"142477","cbdb",600,650,50,"姚才",NA,0
"142499","cbdb",600,660,60,"李棨",NA,0
"142551","cbdb",600,664,64,"梁延懷",NA,0
"142649","cbdb",600,676,76,"某氏(九品亡宮)",NA,1
"142668","cbdb",600,678,78,"陳劼",NA,0
"146092","cbdb",600,667,67,"韋孝忠",NA,0
"146217","cbdb",600,659,59,"盧承基",NA,0
"A006310","ddm",600,677,77,"智巖",NA,NA
"A006581","ddm",600,690,90,"明導",NA,NA
"A007520","ddm",600,653,53,"李道宗",NA,NA
"15129","cbdb",601,685,84,"劉仁軌",NA,0
"20679","cbdb",601,648,47,"馬周",NA,0
"31991","cbdb",601,667,66,"裴希惇",NA,0
"138772","cbdb",601,637,36,"劉氏(劉神女)",NA,1
"139398","cbdb",601,663,62,"蕭氏",NA,1
"139399","cbdb",601,663,62,"張氏(張金女)",NA,1
"139427","cbdb",601,663,62,"鄭廣",NA,0
"139460","cbdb",601,665,64,"某氏(九品亡宮)",NA,1
"139099","cbdb",601,657,56,"張惠",NA,1
"139100","cbdb",601,657,56,"元則",NA,0
"139115","cbdb",601,657,56,"某玄",NA,0
"139234","cbdb",601,660,59,"侯忠",NA,0
"139269","cbdb",601,662,61,"賈令珪",NA,1
"139312","cbdb",601,657,56,"安師",NA,0
"139481","cbdb",601,666,65,"王延",NA,0
"139526","cbdb",601,667,66,"郭君副",NA,0
"139558","cbdb",601,668,67,"朱信",NA,0
"139606","cbdb",601,670,69,"某德",NA,0
"139672","cbdb",601,673,72,"韓寶才",NA,0
"139865","cbdb",601,691,90,"某堯",NA,0
"140249","cbdb",601,662,61,"和智全",NA,0
"142446","cbdb",601,643,42,"皇甫松齡",NA,0
"142606","cbdb",601,671,70,"嚴海隆",NA,0
"142644","cbdb",601,675,74,"姬溫",NA,0
"142680","cbdb",601,680,79,"釋氏(七品亡尼)",NA,1
"142773","cbdb",601,647,46,"劉僧",NA,0
"142777","cbdb",601,657,56,"某守一",NA,0
"A002428","ddm",601,648,47,"馬周",NA,NA
"A002435","ddm",601,636,35,"孫氏",NA,NA
"A006725","ddm",601,638,37,"智實",NA,NA
"31128","cbdb",602,682,80,"李氏(楊德裔妻)",NA,1
"94365","cbdb",602,683,81,"高智周",NA,0
"139001","cbdb",602,640,38,"孫達",NA,0
"139048","cbdb",602,655,53,"王氏(王伯女)",NA,1
"139055","cbdb",602,655,53,"姚義",NA,0
"139090","cbdb",602,656,54,"張金剛",NA,0
"139119","cbdb",602,657,55,"李信",NA,0
"139288","cbdb",602,659,57,"辛驥",NA,0
"139502","cbdb",602,666,64,"梁氏(梁Γ女)",NA,1
"139517","cbdb",602,667,65,"袁相",NA,1
"139556","cbdb",602,668,66,"某㮣",NA,0
"139561","cbdb",602,664,62,"王德",NA,0
"139596","cbdb",602,646,44,"司馬興",NA,0
"139604","cbdb",602,668,66,"仵欽",NA,0
"139624","cbdb",602,672,70,"王師",NA,0
"139626","cbdb",602,672,70,"牛弘滿",NA,0
"139643","cbdb",602,672,70,"韓昭",NA,0
"139686","cbdb",602,659,57,"張貞",NA,0
"139722","cbdb",602,658,56,"樂方",NA,0
"139753","cbdb",602,679,77,"顏萬石",NA,0
"139862","cbdb",602,650,48,"元罕",NA,0
"140377","cbdb",602,665,63,"李元確",NA,0
"142403","cbdb",602,638,36,"張歡臺",NA,1
"142438","cbdb",602,654,52,"張廉穆",NA,1
"142457","cbdb",602,656,54,"霍巩+言",NA,0
"142666","cbdb",602,678,76,"費氏",NA,1
"142687","cbdb",602,679,77,"李詔",NA,0
"142691","cbdb",602,682,80,"某氏(二品亡宮)",NA,1
"146049","cbdb",602,666,64,"竇德藏",NA,0
"A000237","ddm",602,675,73,"弘忍",NA,NA
"A000294","ddm",602,664,62,"玄奘",NA,NA
"A001304","ddm",602,668,66,"智儼",NA,NA
"A015987","ddm",602,670,68,"李淳風",NA,NA
"P2CZ8011","bdrc",602,664,62,"thang sde snod gsum pa/"," ",NA
"31176","cbdb",603,626,23,"李元吉",NA,0
"138867","cbdb",603,648,45,"梁基",NA,0
"138970","cbdb",603,652,49,"蓋氏(蓋倫女)",NA,1
"138991","cbdb",603,653,50,"張逸",NA,0
"139177","cbdb",603,659,56,"王約",NA,0
"139223","cbdb",603,657,54,"某行師",NA,0
"139649","cbdb",603,672,69,"宋季",NA,0
"139650","cbdb",603,655,52,"李志",NA,0
"139679","cbdb",603,674,71,"索氏(曹懷明妻)",NA,1
"140143","cbdb",603,679,76,"尚真",NA,0
"142311","cbdb",603,666,63,"韓德",NA,0
"142524","cbdb",603,662,59,"王植",NA,0
"142645","cbdb",603,676,73,"鄧明",NA,0
"142655","cbdb",603,674,71,"韓慈",NA,0
"142658","cbdb",603,666,63,"岐慈",NA,0
"142686","cbdb",603,681,78,"龍敏",NA,0
"142736","cbdb",603,650,47,"李瑜",NA,0
"A004632","ddm",603,626,23,"李元吉",NA,NA
"A019015","ddm",603,702,99,"顧琮",NA,NA
"139383","cbdb",604,672,68,"陳平",NA,0
"139394","cbdb",604,682,78,"李叔",NA,0
"139452","cbdb",604,665,61,"王師",NA,1
"139194","cbdb",604,656,52,"紇干承基",NA,0
"139500","cbdb",604,666,62,"裴嗣宗",NA,0
"139507","cbdb",604,667,63,"周君德",NA,0
"139509","cbdb",604,667,63,"陳壽",NA,0
"139763","cbdb",604,680,76,"祿氏(王善相妻)",NA,1
"139839","cbdb",604,661,57,"楊師善",NA,0
"140000","cbdb",604,696,92,"常舉",NA,0
"140157","cbdb",604,674,70,"陳叔度",NA,0
"142286","cbdb",604,622,18,"崔善福",NA,0
"142331","cbdb",604,667,63,"崔志",NA,0
"142690","cbdb",604,682,78,"王婉",NA,1
"146276","cbdb",604,682,78,"陳玄德",NA,0
"A006311","ddm",604,660,56,"靜之",NA,NA
"A006850","ddm",604,696,92,"慧巖",NA,NA
"138706","cbdb",605,619,14,"蘇玉華",NA,1
"139000","cbdb",605,653,48,"朱師",NA,0
"139075","cbdb",605,656,51,"韓某",NA,0
"139181","cbdb",605,659,54,"皇甫弘敬",NA,0
"139206","cbdb",605,660,55,"張泉",NA,0
"139267","cbdb",605,661,56,"徐師",NA,0
"139289","cbdb",605,659,54,"高捧",NA,0
"139623","cbdb",605,671,66,"馬寶某",NA,0
"139689","cbdb",605,674,69,"王郎",NA,0
"139820","cbdb",605,684,79,"某氏(七品亡宮)",NA,1
"139821","cbdb",605,659,54,"程氏",NA,1
"139979","cbdb",605,669,64,"劉基",NA,0
"140161","cbdb",605,676,71,"王詢",NA,0
"142318","cbdb",605,686,81,"李義琳",NA,0
"142479","cbdb",605,653,48,"蕭令懲",NA,0
"142531","cbdb",605,663,58,"趙海玫",NA,0
"142627","cbdb",605,674,69,"王僧",NA,0
"142628","cbdb",605,653,48,"嚴師",NA,0
"142711","cbdb",605,684,79,"張文成",NA,0
"181540","cbdb",605,690,85,"蘇良嗣",NA,0
"A006569","ddm",605,619,14,"楊侑",NA,NA
"94146","cbdb",606,706,100,"釋神秀",NA,0
"94777","cbdb",606,685,79,"釋惟岸",NA,0
"138800","cbdb",606,642,36,"張行密",NA,0
"139433","cbdb",606,664,58,"王達",NA,0
"138987","cbdb",606,653,47,"劉裕",NA,0
"139262","cbdb",606,661,55,"喬娥",NA,1
"139268","cbdb",606,662,56,"王積善",NA,0
"139295","cbdb",606,663,57,"路徹",NA,0
"139523","cbdb",606,667,61,"孫智",NA,1
"139685","cbdb",606,672,66,"張才",NA,0
"139750","cbdb",606,662,56,"王通",NA,0
"139770","cbdb",606,677,71,"王才",NA,0
"139898","cbdb",606,664,58,"張元",NA,0
"142042","cbdb",606,664,58,"曹弘立",NA,0
"142401","cbdb",606,635,29,"王氏(唐憧海妻)",NA,1
"142515","cbdb",606,661,55,"釋氏(七品亡尼)",NA,1
"142520","cbdb",606,661,55,"孔信",NA,0
"142570","cbdb",606,666,60,"馬駿",NA,0
"142582","cbdb",606,667,61,"焦壽",NA,0
"142708","cbdb",606,683,77,"馮士良",NA,0
"146208","cbdb",606,683,77,"盧醫王",NA,0
"A011748","ddm",606,665,59,"呂才",NA,NA
"A011810","ddm",606,685,79,"惟岸",NA,NA
"A012183","ddm",606,685,79,"釋岸",NA,NA
"91930","cbdb",607,664,57,"上官儀",NA,0
"94022","cbdb",607,681,74,"郝處俊",NA,0
"138776","cbdb",607,638,31,"柳婆歸",NA,1
"139388","cbdb",607,689,82,"某氏(九品亡宮)",NA,1
"138885","cbdb",607,649,42,"楊全",NA,0
"139050","cbdb",607,655,48,"李表",NA,0
"139184","cbdb",607,659,52,"李三",NA,0
"139254","cbdb",607,661,54,"袁斌",NA,0
"139551","cbdb",607,668,61,"王某",NA,0
"139553","cbdb",607,668,61,"梁方",NA,0
"139578","cbdb",607,670,63,"某某",NA,1
"139586","cbdb",607,670,63,"毛景",NA,0
"139866","cbdb",607,661,54,"張玄弼",NA,0
"140079","cbdb",607,700,93,"淳于氏(淳于道女)",NA,1
"142897","cbdb",607,675,68,"霍處訥",NA,0
"142458","cbdb",607,656,49,"韋尼子",NA,1
"142536","cbdb",607,663,56,"某珩",NA,0
"142617","cbdb",607,672,65,"李淑姿",NA,1
"142709","cbdb",607,683,76,"安元壽",NA,0
"142743","cbdb",607,689,82,"氾延仕",NA,0
"142750","cbdb",607,687,80,"孫默",NA,0
"142762","cbdb",607,680,73,"韓逢",NA,0
"142764","cbdb",607,679,72,"某表",NA,0
"142819","cbdb",607,675,68,"李嗣本",NA,0
"146275","cbdb",607,670,63,"韋慶本",NA,0
"31325","cbdb",608,692,84,"陳嗣",NA,0
"138819","cbdb",608,644,36,"唐神護",NA,0
"139435","cbdb",608,664,56,"強偉",NA,0
"139457","cbdb",608,665,57,"張運才",NA,0
"139214","cbdb",608,660,52,"田仁",NA,0
"139280","cbdb",608,661,53,"李諝",NA,0
"139305","cbdb",608,663,55,"獨孤澄",NA,0
"139325","cbdb",608,686,78,"張覽",NA,0
"139483","cbdb",608,666,58,"田博",NA,0
"139568","cbdb",608,669,61,"朱氏",NA,1
"139569","cbdb",608,669,61,"康達",NA,0
"139579","cbdb",608,668,60,"張某",NA,0
"139662","cbdb",608,673,65,"康元敬",NA,0
"139734","cbdb",608,679,71,"王慶",NA,0
"139775","cbdb",608,681,73,"韋檀特",NA,1
"139825","cbdb",608,683,75,"王氏(王機女)",NA,1
"140629","cbdb",608,691,83,"敬覺",NA,0
"142310","cbdb",608,669,61,"郭信",NA,0
"142476","cbdb",608,657,49,"許某",NA,0
"142525","cbdb",608,662,54,"趙緒豐",NA,0
"142535","cbdb",608,662,54,"裴晧",NA,0
"142671","cbdb",608,679,71,"杜美",NA,0
"142723","cbdb",608,686,78,"某禮元",NA,0
"146082","cbdb",608,649,41,"崔玄亮",NA,0
"146091","cbdb",608,662,54,"韋俊",NA,0
"A002430","ddm",608,665,57,"上官儀",NA,NA
"A014068","ddm",608,668,60,"道安",NA,NA
"138993","cbdb",609,652,43,"趙爽",NA,0
"139313","cbdb",609,663,54,"樊端",NA,0
"139610","cbdb",609,671,62,"韓昱",NA,0
"139674","cbdb",609,669,60,"張威",NA,0
"139831","cbdb",609,663,54,"孟仁",NA,0
"142309","cbdb",609,681,72,"乙弗玉",NA,1
"142467","cbdb",609,657,48,"胡信",NA,0
"142609","cbdb",609,671,62,"燕氏(燕實壽女)",NA,1
"142701","cbdb",609,683,74,"某氏(九品亡宮)",NA,1
"142769","cbdb",609,661,52,"王挺",NA,0
"142787","cbdb",609,693,84,"李娘",NA,1
"146260","cbdb",609,691,82,"鄭欽言",NA,0
"A018081","ddm",609,702,93,"智詵",NA,NA
"93208","cbdb",610,662,52,"來濟",NA,0
"94698","cbdb",610,687,77,"蔣儼",NA,0
"139400","cbdb",610,663,53,"古弘節",NA,0
"139419","cbdb",610,663,53,"樂玄德",NA,0
"139590","cbdb",610,670,60,"張軌",NA,0
"139611","cbdb",610,671,61,"張昌",NA,0
"139660","cbdb",610,673,63,"張翌",NA,0
"139690","cbdb",610,673,63,"王氏(關某(王氏夫)妻)",NA,1
"139691","cbdb",610,673,63,"王愛",NA,1
"142293","cbdb",610,699,89,"蕭繕",NA,0
"142428","cbdb",610,653,43,"張光峻",NA,0
"142443","cbdb",610,655,45,"索謙",NA,0
"142486","cbdb",610,659,49,"張氏(劉代寶妻)",NA,1
"142622","cbdb",610,673,63,"劉亮",NA,0
"142909","cbdb",610,698,88,"翟六娘",NA,1
"A002443","ddm",610,662,52,"來濟",NA,NA
"A005586","ddm",610,642,32,"補羅稽舍王",NA,NA
"139471","cbdb",611,665,54,"某氏(九品亡宮)",NA,1
"139318","cbdb",611,685,74,"獨孤守義",NA,0
"139341","cbdb",611,686,75,"司馬寔",NA,0
"139574","cbdb",611,669,58,"惠氏(惠達女)",NA,1
"139688","cbdb",611,674,63,"某嶷",NA,0
"139802","cbdb",611,678,67,"某隆",NA,0
"139860","cbdb",611,671,60,"王玄裕",NA,0
"142672","cbdb",611,659,48,"馬達",NA,0
"142704","cbdb",611,684,73,"郭敬宗",NA,0
"142727","cbdb",611,687,76,"申屠誠",NA,0
"146210","cbdb",611,680,69,"盧普德",NA,0
"A013167","ddm",611,710,99,"正壽",NA,NA
"93526","cbdb",612,690,78,"張楚金",NA,0
"139301","cbdb",612,663,51,"馮達",NA,0
"139512","cbdb",612,662,50,"楊智積",NA,0
"139594","cbdb",612,669,57,"樊玄紀",NA,0
"139735","cbdb",612,679,67,"某氏(四品亡宮)",NA,1
"142685","cbdb",612,681,69,"成幾",NA,0
"146107","cbdb",612,666,54,"盧承福",NA,0
"94786","cbdb",613,681,68,"釋善導",NA,0
"138757","cbdb",613,634,21,"韓仁師",NA,0
"138992","cbdb",613,653,40,"韓子",NA,0
"139335","cbdb",613,687,74,"郭肅宗",NA,0
"139493","cbdb",613,666,53,"崔冲",NA,0
"139644","cbdb",613,672,59,"王甑生",NA,0
"139706","cbdb",613,678,65,"王康師",NA,0
"140129","cbdb",613,689,76,"張嘉",NA,0
"142290","cbdb",613,675,62,"司空儉",NA,0
"142599","cbdb",613,669,56,"王大禮",NA,0
"142670","cbdb",613,678,65,"史道德",NA,0
"142681","cbdb",613,664,51,"高感",NA,0
"142795","cbdb",613,669,56,"袁子游",NA,0
"142833","cbdb",613,689,76,"于尚範",NA,0
"A001349","ddm",613,681,68,"善導",NA,NA
"A001414","ddm",613,696,83,"圓測",NA,NA
"A012088","ddm",613,712,99,"武攸暨",NA,NA
"P4CZ16798","bdrc",613,696,83,"rgya nag gi mkhan po wen tsheg"," ",NA
"P8LS68061","bdrc",613,695,82,"wen tshegs/"," ",NA
"92379","cbdb",614,720,106,"葉法善",NA,0
"92865","cbdb",614,666,52,"李義府",NA,0
"138804","cbdb",614,642,28,"馮氏(馮怦女)",NA,1
"139397","cbdb",614,659,45,"皇甫玄志",NA,0
"139404","cbdb",614,663,49,"某敬",NA,0
"138872","cbdb",614,648,34,"胡寶",NA,0
"138919","cbdb",614,646,32,"武希玄",NA,0
"139076","cbdb",614,656,42,"賈統",NA,0
"139136","cbdb",614,657,43,"某紹業",NA,0
"139640","cbdb",614,672,58,"張弘",NA,0
"139840","cbdb",614,690,76,"斛斯氏(斛斯叔女)",NA,1
"140093","cbdb",614,686,72,"袁公瑜",NA,0
"142663","cbdb",614,678,64,"唐河上",NA,0
"A000332","ddm",614,688,74,"地婆訶羅",NA,NA
"A002438","ddm",614,666,52,"李義府",NA,NA
"A012125","ddm",614,713,99,"岑羲",NA,NA
"A021890","ddm",614,683,69,"薛禮",NA,NA
"93052","cbdb",615,682,67,"李敬玄",NA,0
"139195","cbdb",615,637,22,"崔誠",NA,0
"139530","cbdb",615,667,52,"婁敬",NA,0
"139641","cbdb",615,672,57,"楊大隱",NA,0
"139855","cbdb",615,681,66,"爨古",NA,0
"139858","cbdb",615,691,76,"某氏(六品亡宮)",NA,1
"139956","cbdb",615,691,76,"陸氏(陸孝友女)",NA,1
"140308","cbdb",615,670,55,"王師",NA,0
"142534","cbdb",615,663,48,"王方大",NA,0
"142595","cbdb",615,669,54,"李氏(李植女)",NA,1
"A013593","ddm",615,714,99,"張仁愿",NA,NA
"139393","cbdb",616,691,75,"李氏",NA,1
"139450","cbdb",616,665,49,"侯僧達",NA,0
"139140","cbdb",616,658,42,"王媛",NA,1
"139141","cbdb",616,658,42,"韓承",NA,0
"139359","cbdb",616,659,43,"陸紹",NA,0
"139748","cbdb",616,677,61,"張仁",NA,0
"139919","cbdb",616,678,62,"張信",NA,0
"139982","cbdb",616,696,80,"馮操",NA,0
"142325","cbdb",616,670,54,"李度",NA,0
"142604","cbdb",616,670,54,"孫玄則",NA,0
"95092","cbdb",617,689,72,"魏玄同",NA,0
"139357","cbdb",617,688,71,"某威",NA,0
"139661","cbdb",617,673,56,"左憧憙",NA,0
"139779","cbdb",617,681,64,"張師子",NA,0
"139870","cbdb",617,691,74,"蘇卿",NA,0
"140080","cbdb",617,679,62,"鄭遘",NA,0
"140887","cbdb",617,674,57,"某永",NA,0
"142295","cbdb",617,691,74,"裴華兒",NA,1
"142413","cbdb",617,651,34,"段蕑璧",NA,1
"142563","cbdb",617,665,48,"李震",NA,0
"142585","cbdb",617,668,51,"韋祟禮",NA,0
"142667","cbdb",617,678,61,"王叡",NA,0
"142772","cbdb",617,692,75,"王基",NA,0
"A000136","ddm",617,686,69,"元曉",NA,NA
"P8067","bdrc",617,650,33,"chos rgyal srong btsan sgam po/","G222",NA
"31303","cbdb",618,688,70,"李元嘉",NA,0
"93013","cbdb",618,652,34,"李泰",NA,0
"118203","cbdb",618,654,36,"金真平",NA,0
"139392","cbdb",618,689,71,"杜氏",NA,1
"138894","cbdb",618,650,32,"孟隆武",NA,0
"139350","cbdb",618,687,69,"裴胤",NA,0
"139367","cbdb",618,676,58,"楊寶",NA,0
"139529","cbdb",618,665,47,"孫恭",NA,0
"139541","cbdb",618,668,50,"高五子",NA,1
"139645","cbdb",618,672,54,"張義",NA,0
"139678","cbdb",618,674,56,"王氏(王基女)",NA,1
"139743","cbdb",618,669,51,"王深",NA,0
"139878","cbdb",618,692,74,"邢政",NA,0
"139957","cbdb",618,691,73,"沈智果",NA,0
"140122","cbdb",618,645,27,"向徹",NA,0
"142547","cbdb",618,664,46,"某高昌",NA,0
"142739","cbdb",618,689,71,"釋氏(七品亡尼)",NA,1
"146072","cbdb",618,685,67,"蕭仁表",NA,0
"146218","cbdb",618,689,71,"李氏(李爽女)",NA,1
"A004943","ddm",618,645,27,"李承乾",NA,NA
"A018971","ddm",618,653,35,"李泰",NA,NA
"31906","cbdb",619,682,63,"裴行儉",NA,0
"139384","cbdb",619,689,70,"高珍",NA,0
"139201","cbdb",619,660,41,"王楨",NA,0
"139373","cbdb",619,688,69,"某氏(九品亡宮)",NA,1
"139827","cbdb",619,682,63,"李灌頂",NA,1
"139835","cbdb",619,685,66,"張護",NA,0
"139837","cbdb",619,685,66,"柳偘",NA,0
"139871","cbdb",619,692,73,"董本",NA,0
"139995","cbdb",619,672,53,"仇道朗",NA,0
"140057","cbdb",619,699,80,"周素",NA,0
"140099","cbdb",619,684,65,"劉公綽",NA,0
"140128","cbdb",619,692,73,"常師",NA,0
"140300","cbdb",619,681,62,"楊越",NA,0
"142620","cbdb",619,673,54,"李氏(竇某(李氏夫)妻)",NA,1
"142811","cbdb",619,691,72,"曹玄機",NA,0
"A005858","ddm",619,664,45,"義褒",NA,NA
"A006258","ddm",619,672,53,"李元禮",NA,NA
"92112","cbdb",620,699,79,"王德表",NA,0
"139445","cbdb",620,665,45,"某仁愻",NA,0
"139539","cbdb",620,668,48,"閻玄",NA,1
"139543","cbdb",620,668,48,"宋氏(宋託斯女)",NA,1
"139634","cbdb",620,672,52,"李祖",NA,0
"139664","cbdb",620,673,53,"邊真",NA,0
"139668","cbdb",620,671,51,"韓仁師",NA,0
"139729","cbdb",620,679,59,"某氏(六品亡宮)",NA,1
"139730","cbdb",620,679,59,"某氏(六品亡宮)",NA,1
"139752","cbdb",620,679,59,"某氏(八品亡宮)",NA,1
"139810","cbdb",620,683,63,"劉弘",NA,0
"139838","cbdb",620,689,69,"王某",NA,0
"139844","cbdb",620,691,71,"王裕",NA,0
"139886","cbdb",620,679,59,"某隱",NA,0
"139959","cbdb",620,677,57,"劉儉",NA,0
"139970","cbdb",620,695,75,"楊岳",NA,0
"140043","cbdb",620,698,78,"崔玄籍",NA,0
"140261","cbdb",620,670,50,"王操",NA,0
"140307","cbdb",620,689,69,"趙保隆",NA,0
"142454","cbdb",620,635,15,"長孫白澤",NA,0
"142516","cbdb",620,661,41,"釋氏(七品亡尼)",NA,1
"142635","cbdb",620,674,54,"高德",NA,0
"142718","cbdb",620,683,63,"燕謹行",NA,0
"142775","cbdb",620,692,72,"成節",NA,0
"142779","cbdb",620,686,66,"竇琰",NA,0
"A001966","ddm",620,649,29,"辯機",NA,NA
"A007017","ddm",620,715,95,"明解",NA,NA
"134683","cbdb",621,643,22,"李麗質",NA,1
"139104","cbdb",621,658,37,"任素",NA,0
"139284","cbdb",621,662,41,"桓萬基",NA,0
"139317","cbdb",621,673,52,"爾朱旻",NA,0
"139328","cbdb",621,686,65,"管基",NA,0
"139485","cbdb",621,665,44,"顏仁楚",NA,0
