"id","data","bdate","ddate","lifespan","name","seats","female"
"142248","cbdb",566,640,74,"張子慶",NA,0
"142269","cbdb",566,646,80,"劉相",NA,0
"142392","cbdb",566,640,74,"釋明歆",NA,0
"142396","cbdb",566,628,62,"王保謙",NA,0
"142589","cbdb",566,668,102,"王雅",NA,0
"A004630","ddm",566,635,69,"李淵",NA,NA
"A004635","ddm",566,617,51,"智凝",NA,NA
"A005600","ddm",566,626,60,"道慶",NA,NA
"A005631","ddm",566,630,64,"神逈",NA,NA
"A005692","ddm",566,643,77,"志寬",NA,NA
"A005742","ddm",566,650,84,"三慧",NA,NA
"138806","cbdb",567,638,71,"姚孝寬",NA,0
"138869","cbdb",567,615,48,"某昉",NA,0
"138899","cbdb",567,622,55,"范法子",NA,0
"138908","cbdb",567,632,65,"趙悅子",NA,0
"142387","cbdb",567,649,82,"劉文",NA,0
"A001269","ddm",567,635,68,"智首",NA,NA
"A002382","ddm",567,645,78,"法常",NA,NA
"A005630","ddm",567,635,68,"曇藏",NA,NA
"A006996","ddm",567,627,60,"法運",NA,NA
"A007560","ddm",567,632,65,"慧胄",NA,NA
"138720","cbdb",568,628,60,"楊敏",NA,0
"138766","cbdb",568,634,66,"王安",NA,0
"139429","cbdb",568,659,91,"梁秀",NA,0
"138904","cbdb",568,631,63,"蘇氏(曹某(蘇氏夫)妻)",NA,1
"138955","cbdb",568,651,83,"馬壽",NA,1
"139096","cbdb",568,657,89,"張伽",NA,0
"142246","cbdb",568,639,71,"楊溫",NA,0
"142253","cbdb",568,642,74,"張難陀",NA,0
"A002381","ddm",568,636,68,"道岳",NA,NA
"A002383","ddm",568,642,74,"僧辯",NA,NA
"A004876","ddm",568,647,79,"蕭氏",NA,NA
"A005776","ddm",568,640,72,"法恭",NA,NA
"A006426","ddm",568,640,72,"慧蕭",NA,NA
"A006438","ddm",568,636,68,"道積",NA,NA
"A007601","ddm",568,659,91,"慧雲",NA,NA
"A017648","ddm",568,627,59,"封德彝",NA,NA
"135646","cbdb",569,613,44,"竇氏（太穆皇后）",NA,1
"138756","cbdb",569,633,64,"邢弁",NA,0
"138778","cbdb",569,638,69,"潘基",NA,0
"138788","cbdb",569,638,69,"某孝基",NA,0
"138915","cbdb",569,634,65,"唐阿朋",NA,0
"139117","cbdb",569,657,88,"張伽",NA,0
"139608","cbdb",569,618,49,"張曉",NA,0
"142268","cbdb",569,646,77,"王凝華",NA,1
"142623","cbdb",569,615,46,"左才",NA,0
"142693","cbdb",569,650,81,"某海",NA,0
"A000747","ddm",569,635,66,"法礪",NA,NA
"A004413","ddm",569,618,49,"楊廣",NA,NA
"A004652","ddm",569,642,73,"空藏",NA,NA
"A005423","ddm",569,611,42,"靖玄",NA,NA
"A006072","ddm",569,615,46,"真慧",NA,NA
"A006160","ddm",569,629,60,"裴寂",NA,NA
"A006400","ddm",569,613,44,"竇氏",NA,NA
"A007540","ddm",569,617,48,"立身",NA,NA
"A014057","ddm",569,612,43,"慧斌",NA,NA
"31917","cbdb",570,629,59,"裴寂",NA,0
"31312","cbdb",570,649,79,"李靖",NA,0
"138832","cbdb",570,646,76,"左法",NA,0
"138933","cbdb",570,651,81,"傷大妃",NA,1
"139080","cbdb",570,656,86,"呂華",NA,1
"139522","cbdb",570,636,66,"靖千年",NA,0
"142264","cbdb",570,643,73,"劉氏",NA,1
"142284","cbdb",570,648,78,"某氏(張子慶妻)",NA,1
"142549","cbdb",570,664,94,"釋氏(七品亡尼)",NA,1
"A004467","ddm",570,600,30,"楊俊",NA,NA
"A005465","ddm",570,642,72,"行等",NA,NA
"A006316","ddm",570,660,90,"善伏",NA,NA
"A006348","ddm",570,664,94,"惠明",NA,NA
"A007011","ddm",570,661,91,"明隱",NA,NA
"A007543","ddm",570,604,34,"法韻",NA,NA
"A024598","ddm",570,632,62,"穆罕默德",NA,NA
"33013","cbdb",571,639,68,"王珪",NA,0
"138846","cbdb",571,645,74,"段師",NA,0
"138774","cbdb",571,621,50,"長孫仁",NA,0
"138808","cbdb",571,643,72,"馬志道",NA,0
"139003","cbdb",571,653,82,"劉攬",NA,0
"139004","cbdb",571,653,82,"田氏(田伯女)",NA,1
"139068","cbdb",571,656,85,"蕭女＋惠媄",NA,1
"142433","cbdb",571,654,83,"令狐氏",NA,1
"145949","cbdb",571,587,16,"崔大善",NA,0
"176629","cbdb",571,654,83,"張後胤",NA,0
"A000726","ddm",571,639,68,"法琳",NA,NA
"A004659","ddm",571,641,70,"志超",NA,NA
"A005340","ddm",571,649,78,"慧璿",NA,NA
"A005616","ddm",571,626,55,"靜藏",NA,NA
"A006519","ddm",571,578,7,"高恆",NA,NA
"A006985","ddm",571,620,49,"法通",NA,NA
"A006991","ddm",571,645,74,"慧因",NA,NA
"A007377","ddm",571,617,46,"大志",NA,NA
"A011049","ddm",571,649,78,"李靖",NA,NA
"A031068","ddm",571,638,67,"秦瓊",NA,NA
"93907","cbdb",572,640,68,"釋法琳",NA,0
"93988","cbdb",572,653,81,"趙弘智",NA,0
"138939","cbdb",572,651,79,"某才",NA,0
"139098","cbdb",572,645,73,"杜文貢",NA,0
"139114","cbdb",572,657,85,"孔玉",NA,1
"139170","cbdb",572,659,87,"田通",NA,0
"139513","cbdb",572,620,48,"董榮",NA,0
"139751","cbdb",572,657,85,"馬珍",NA,0
"142271","cbdb",572,646,74,"釋明歆",NA,0
"142480","cbdb",572,658,86,"段文政",NA,0
"A005463","ddm",572,629,57,"鄭善果",NA,NA
"A005502","ddm",572,643,71,"神素",NA,NA
"A005675","ddm",572,638,66,"孟明略",NA,NA
"A006179","ddm",572,632,60,"法喜",NA,NA
"138739","cbdb",573,631,58,"郭雲",NA,0
"138749","cbdb",573,633,60,"樂陟",NA,0
"138759","cbdb",573,634,61,"田氏(田暉女)",NA,1
"138790","cbdb",573,641,68,"某裴",NA,0
"138818","cbdb",573,614,41,"王通",NA,0
"139009","cbdb",573,653,80,"張皎",NA,0
"139043","cbdb",573,620,47,"盧萬春",NA,0
"139045","cbdb",573,655,82,"張湏摩",NA,1
"139179","cbdb",573,650,77,"董明",NA,0
"145958","cbdb",573,612,39,"蕭球",NA,0
"145961","cbdb",573,611,38,"蕭瑒",NA,0
"A001486","ddm",573,621,48,"聖德太子",NA,NA
"A005501","ddm",573,627,54,"道傑",NA,NA
"A005582","ddm",573,618,45,"楊秀",NA,NA
"A005810","ddm",573,640,67,"智拔",NA,NA
"A006307","ddm",573,621,48,"竇建德",NA,NA
"A006521","ddm",573,581,8,"宇文衍",NA,NA
"A014059","ddm",573,656,83,"慧了",NA,NA
"A040223","ddm",573,641,68,"慧靜",NA,NA
"12259","cbdb",574,647,73,"蕭瑀",NA,0
"31034","cbdb",574,617,43,"韋匡伯",NA,0
"92271","cbdb",574,648,74,"孔穎達",NA,0
"138758","cbdb",574,634,60,"李繼叔",NA,0
"138801","cbdb",574,642,68,"張孝緒",NA,0
"138886","cbdb",574,649,75,"張舒",NA,0
"139006","cbdb",574,653,79,"何盛",NA,0
"139024","cbdb",574,654,80,"某隴",NA,1
"139083","cbdb",574,656,82,"張氏(張震女)",NA,1
"139205","cbdb",574,634,60,"王力士",NA,0
"139260","cbdb",574,638,64,"張寶",NA,0
"139353","cbdb",574,674,100,"陳護",NA,0
"139646","cbdb",574,672,98,"郭遷",NA,0
"142234","cbdb",574,633,59,"楊業洛",NA,0
"142591","cbdb",574,668,94,"楊某",NA,0
"A005688","ddm",574,650,76,"道洪",NA,NA
"A006221","ddm",574,645,71,"慧斌",NA,NA
"A007091","ddm",574,655,81,"道璨",NA,NA
"93580","cbdb",575,632,57,"陳子良",NA,0
"94815","cbdb",575,637,62,"溫彥博",NA,0
"138784","cbdb",575,640,65,"楊士漢",NA,0
"138903","cbdb",575,630,55,"馬某",NA,1
"138935","cbdb",575,651,76,"潘卿",NA,0
"139033","cbdb",575,654,79,"韓懷",NA,0
"139044","cbdb",575,655,80,"趙仲子",NA,0
"139571","cbdb",575,649,74,"曹德",NA,0
"142418","cbdb",575,652,77,"張氏(郭某(張氏夫)妻)",NA,1
"142460","cbdb",575,656,81,"呂氏(張方妻)",NA,1
"142504","cbdb",575,661,86,"董氏(董恭女)",NA,1
"A001160","ddm",575,632,57,"陳子良",NA,NA
"A002385","ddm",575,648,73,"蕭瑀",NA,NA
"A004468","ddm",575,605,30,"楊諒",NA,NA
"A005816","ddm",575,642,67,"慧持",NA,NA
"A006254","ddm",575,651,76,"僧徹",NA,NA
"A006491","ddm",575,659,84,"道胄",NA,NA
"A007721","ddm",575,637,62,"德美",NA,NA
"93407","cbdb",576,658,82,"張後胤",NA,0
"94339","cbdb",576,647,71,"高儉",NA,0
"138750","cbdb",576,633,57,"賈通",NA,0
"138824","cbdb",576,645,69,"霍漢",NA,0
"138934","cbdb",576,651,75,"支茂",NA,0
"139010","cbdb",576,640,64,"楊吳生",NA,0
"139057","cbdb",576,636,60,"崔泰",NA,0
"139069","cbdb",576,656,80,"陰容",NA,1
"139123","cbdb",576,657,81,"某登寶",NA,0
"139309","cbdb",576,638,62,"皇甫某",NA,0
"139669","cbdb",576,659,83,"楊晟",NA,0
"139738","cbdb",576,661,85,"張曄",NA,0
"139894","cbdb",576,620,44,"陳察",NA,0
"142227","cbdb",576,631,55,"囗諒",NA,0
"142351","cbdb",576,669,93,"李某",NA,0
"142571","cbdb",576,666,90,"史某",NA,0
"142598","cbdb",576,653,77,"李某基",NA,0
"172876","cbdb",576,647,71,"高宗儉",NA,0
"A002075","ddm",576,637,61,"道基",NA,NA
"A005694","ddm",576,643,67,"法護",NA,NA
"A005795","ddm",576,640,64,"慧稜",NA,NA
"A005844","ddm",576,656,80,"慈藏",NA,NA
"A007549","ddm",576,641,65,"慧震",NA,NA
"A008886","ddm",576,647,71,"高儉",NA,NA
"138840","cbdb",577,646,69,"餘當",NA,0
"138851","cbdb",577,647,70,"元質",NA,0
"138852","cbdb",577,647,70,"萬德",NA,0
"138740","cbdb",577,630,53,"李壽",NA,0
"138782","cbdb",577,639,62,"張騷",NA,0
"138865","cbdb",577,648,71,"張通",NA,0
"139459","cbdb",577,665,88,"杜醜",NA,1
"138875","cbdb",577,648,71,"賈昂",NA,0
"138914","cbdb",577,634,57,"侯慶伯",NA,0
"138937","cbdb",577,651,74,"許士端",NA,0
"138942","cbdb",577,648,71,"郝榮",NA,0
"139052","cbdb",577,655,78,"趙勣",NA,0
"139193","cbdb",577,659,82,"袁客仁",NA,1
"139492","cbdb",577,651,74,"某士端",NA,0
"139702","cbdb",577,631,54,"某元",NA,0
"139749","cbdb",577,636,59,"杜秀",NA,0
"142554","cbdb",577,641,64,"張哲",NA,0
"142713","cbdb",577,632,55,"格處仁",NA,0
"A006281","ddm",577,653,76,"法顯",NA,NA
"A019137","ddm",577,630,53,"李神通",NA,NA
"17130","cbdb",578,648,70,"房玄齡",NA,0
"94984","cbdb",578,645,67,"釋慧淨",NA,0
"138853","cbdb",578,646,68,"孔長寧",NA,0
"138737","cbdb",578,597,19,"某守仁",NA,0
"138768","cbdb",578,636,58,"王氏(王仁則女)",NA,1
"138781","cbdb",578,638,60,"段元哲",NA,0
"138879","cbdb",578,649,71,"楊昭",NA,0
"138918","cbdb",578,638,60,"蘇某相",NA,0
"138923","cbdb",578,650,72,"段氏(段龍女)",NA,1
"138946","cbdb",578,651,73,"蕭勝",NA,0
"139021","cbdb",578,654,76,"李信",NA,0
"139264","cbdb",578,660,82,"某汪",NA,0
"139266","cbdb",578,661,83,"吳志",NA,0
"139270","cbdb",578,662,84,"張伯通",NA,0
"139629","cbdb",578,671,93,"張祖",NA,0
"142452","cbdb",578,655,77,"宋懷熹",NA,0
"142543","cbdb",578,662,84,"張某",NA,0
"142656","cbdb",578,676,98,"宋善至",NA,1
"A006039","ddm",578,641,63,"僧襲",NA,NA
"A007459","ddm",578,632,54,"慧顯",NA,NA
"31313","cbdb",579,668,89,"李客師",NA,0
"138760","cbdb",579,633,54,"某孝敏",NA,0
"138789","cbdb",579,641,62,"劉氏(任阿悅妻)",NA,1
"138798","cbdb",579,642,63,"劉粲",NA,0
"139436","cbdb",579,646,67,"王君",NA,0
"138953","cbdb",579,651,72,"姚潔",NA,1
"138965","cbdb",579,652,73,"皇甫德相",NA,0
"139016","cbdb",579,654,75,"華歆",NA,0
"139056","cbdb",579,650,71,"王瑗達",NA,0
"139101","cbdb",579,638,59,"段秀",NA,0
"142267","cbdb",579,645,66,"張海伯",NA,0
"142420","cbdb",579,652,73,"王歡悅",NA,0
"A002115","ddm",579,648,69,"房玄齡",NA,NA
"A005825","ddm",579,645,66,"法敏",NA,NA
"A006288","ddm",579,658,79,"玄爽",NA,NA
"A006292","ddm",579,658,79,"惠普",NA,NA
"A014061","ddm",579,640,61,"安含",NA,NA
"A014262","ddm",579,656,77,"唐儉",NA,NA
"A019413","ddm",579,670,91,"楊氏",NA,NA
"15610","cbdb",580,643,63,"魏徵",NA,0
"30957","cbdb",580,618,38,"楊廣（隋煬帝）",NA,0
"94794","cbdb",580,649,69,"釋道會",NA,0
"94991","cbdb",580,636,56,"釋慧賾",NA,0
"95096","cbdb",580,643,63,"魏徴",NA,0
"138729","cbdb",580,630,50,"李彥",NA,0
"138792","cbdb",580,641,61,"薄氏(薄元禮女)",NA,1
"139409","cbdb",580,632,52,"鄧威",NA,0
"138962","cbdb",580,652,72,"楊氏(楊威女)",NA,1
"139019","cbdb",580,654,74,"趙摩",NA,1
"139051","cbdb",580,655,75,"權開善",NA,0
"139116","cbdb",580,657,77,"張貞",NA,0
"139186","cbdb",580,659,79,"段金",NA,1
"139218","cbdb",580,658,78,"高德",NA,0
"139229","cbdb",580,660,80,"某令賓",NA,0
"139537","cbdb",580,642,62,"靖徹",NA,0
"139711","cbdb",580,648,68,"王式",NA,0
"142237","cbdb",580,635,55,"彭師德",NA,0
"142279","cbdb",580,647,67,"武悅",NA,0
"142419","cbdb",580,652,72,"楊氏(楊威女)",NA,1
"142482","cbdb",580,648,68,"魏倫",NA,0
"142778","cbdb",580,643,63,"薛君繡",NA,0
"A003654","ddm",580,651,71,"大醫道信",NA,NA
"A004938","ddm",580,636,56,"慧賾",NA,NA
"32430","cbdb",581,645,64,"顏師古",NA,0
"92784","cbdb",581,682,101,"孫思邈",NA,0
"138839","cbdb",581,646,65,"楊士達",NA,0
"138844","cbdb",581,646,65,"馬氏(王某(馬氏夫)妻)",NA,1
"138854","cbdb",581,647,66,"樂善文",NA,0
"138799","cbdb",581,642,61,"楊玉姿",NA,1
"138866","cbdb",581,648,67,"毛盛",NA,0
"139415","cbdb",581,651,70,"李文",NA,0
"138874","cbdb",581,648,67,"宋榮",NA,0
"138889","cbdb",581,649,68,"周仲隱",NA,0
"138964","cbdb",581,652,71,"鄭金",NA,1
"138973","cbdb",581,617,36,"趙安",NA,0
"138999","cbdb",581,653,72,"楊逸",NA,0
"139008","cbdb",581,653,72,"姜氏(姜伯女)",NA,1
"139095","cbdb",581,657,76,"張才",NA,0
"139124","cbdb",581,657,76,"支懷",NA,0
"139157","cbdb",581,658,77,"李氏(李通女)",NA,1
"139159","cbdb",581,654,73,"楊士",NA,0
"139171","cbdb",581,659,78,"萇氏(萇某(萇氏父)女)",NA,1
"139212","cbdb",581,641,60,"張懷文",NA,0
"139276","cbdb",581,631,50,"張禮",NA,0
"139302","cbdb",581,663,82,"唐沙",NA,0
"139475","cbdb",581,665,84,"田信",NA,1
"139505","cbdb",581,667,86,"楊元",NA,0
"139671","cbdb",581,647,66,"張傑",NA,0
"139989","cbdb",581,669,88,"王定",NA,0
"142263","cbdb",581,618,37,"某德備",NA,0
"142275","cbdb",581,645,64,"李思摩",NA,0
"142308","cbdb",581,659,78,"柳行滿",NA,0
"142408","cbdb",581,651,70,"牛通",NA,0
"142409","cbdb",581,651,70,"杜某",NA,0
"142416","cbdb",581,651,70,"宋舉",NA,0
"142473","cbdb",581,658,77,"封深",NA,0
"A006293","ddm",581,655,74,"惠仙",NA,NA
"A019696","ddm",581,645,64,"顏籀",NA,NA
"30886","cbdb",582,618,36,"李密",NA,0
"30965","cbdb",582,650,68,"豆盧寬",NA,0
"138847","cbdb",582,645,63,"王才",NA,0
"138831","cbdb",582,646,64,"釋靜感",NA,0
"138836","cbdb",582,646,64,"尹貞",NA,0
"138863","cbdb",582,648,66,"丘蘊",NA,0
"139423","cbdb",582,653,71,"宋璋",NA,0
"138920","cbdb",582,650,68,"金行舉",NA,0
"138948","cbdb",582,651,69,"楊藝",NA,0
"138961","cbdb",582,652,70,"吳孝",NA,0
"139039","cbdb",582,654,72,"王寬",NA,0
"139046","cbdb",582,655,73,"王孝瑜",NA,0
"139070","cbdb",582,656,74,"任相住",NA,0
"139183","cbdb",582,659,77,"安度",NA,0
"139232","cbdb",582,661,79,"某琳",NA,0
"139695","cbdb",582,677,95,"蔡君長",NA,0
"142229","cbdb",582,631,49,"李立言",NA,0
"142283","cbdb",582,648,66,"王歡岳",NA,0
"142441","cbdb",582,655,73,"索仁",NA,0
"145916","cbdb",582,641,59,"崔忠",NA,0
"A002384","ddm",582,640,58,"玄會",NA,NA
"A007380","ddm",582,619,37,"李密",NA,NA
"11965","cbdb",583,616,33,"王通",NA,0
"32966","cbdb",583,666,83,"令狐德棻",NA,0
"138714","cbdb",583,616,33,"舒懿匡伯",NA,0
"138870","cbdb",583,645,62,"霍寬",NA,0
"139454","cbdb",583,665,82,"王相兒",NA,1
"138925","cbdb",583,650,67,"張鳳憐",NA,0
"138928","cbdb",583,650,67,"呂買",NA,0
"138938","cbdb",583,651,68,"支彥",NA,0
"139103","cbdb",583,657,74,"張相",NA,0
"139163","cbdb",583,638,55,"李某",NA,0
"139237","cbdb",583,658,75,"由慶延",NA,0
"139246","cbdb",583,661,78,"譚二娘",NA,1
"139310","cbdb",583,651,68,"樊秀",NA,0
"139474","cbdb",583,665,82,"周氏(周弘女)",NA,1
"139535","cbdb",583,623,40,"張彥",NA,0
"139811","cbdb",583,675,92,"孫義普",NA,0
"142410","cbdb",583,651,68,"蘇師",NA,0
"142456","cbdb",583,656,73,"田玉",NA,1
"142500","cbdb",583,645,62,"范澄",NA,0
"142553","cbdb",583,664,81,"王氏(王鼒女)",NA,1
"142629","cbdb",583,674,91,"某某",NA,1
"142646","cbdb",583,652,69,"任君",NA,0
"A006248","ddm",583,645,62,"世瑜",NA,NA
"A006762","ddm",583,650,67,"道會",NA,NA
"A006993","ddm",583,621,38,"蕭銑",NA,NA
"138822","cbdb",584,645,61,"楊氏(楊貴女)",NA,1
"139381","cbdb",584,633,49,"張雄",NA,0
"139413","cbdb",584,650,66,"呂德",NA,0
"138921","cbdb",584,650,66,"祁讓",NA,0
"138974","cbdb",584,652,68,"顏瓌",NA,0
"138975","cbdb",584,632,48,"揚清",NA,0
"138976","cbdb",584,650,66,"魏德",NA,0
"138995","cbdb",584,653,69,"李智",NA,0
"139017","cbdb",584,654,70,"劉皆",NA,0
"139118","cbdb",584,657,73,"韓政",NA,0
"139147","cbdb",584,656,72,"王公",NA,0
"139197","cbdb",584,660,76,"宋豐",NA,0
"139354","cbdb",584,652,68,"李善智",NA,0
"139484","cbdb",584,654,70,"楊達",NA,0
"139503","cbdb",584,665,81,"董葵",NA,0
"139504","cbdb",584,667,83,"張爽",NA,0
"142214","cbdb",584,617,33,"某某",NA,1
"142383","cbdb",584,649,65,"馬叡",NA,0
"142388","cbdb",584,648,64,"燕明",NA,0
"142414","cbdb",584,649,65,"賈貞",NA,0
"142447","cbdb",584,653,69,"皇甫滔",NA,0
"142539","cbdb",584,663,79,"某貞",NA,0
"142613","cbdb",584,671,87,"董滿",NA,0
"142621","cbdb",584,645,61,"王韋",NA,0
"A005425","ddm",584,606,22,"楊昭",NA,NA
"A006295","ddm",584,653,69,"惠寬",NA,NA
"A015481","ddm",584,682,98,"潘師正",NA,NA
"30864","cbdb",585,630,45,"杜如晦",NA,0
"138850","cbdb",585,647,62,"某舉",NA,0
"138814","cbdb",585,644,59,"王伏興",NA,1
"138856","cbdb",585,647,62,"向英",NA,0
"139470","cbdb",585,665,80,"趙某",NA,0
"138873","cbdb",585,648,63,"任道",NA,0
"138917","cbdb",585,636,51,"某太景",NA,1
"138924","cbdb",585,650,65,"某朋某",NA,0
"138963","cbdb",585,652,67,"李清",NA,0
"138972","cbdb",585,652,67,"鄭滿",NA,0
"139035","cbdb",585,654,69,"金魏",NA,0
"139078","cbdb",585,656,71,"張肅",NA,1
"139081","cbdb",585,656,71,"車詵",NA,0
"139089","cbdb",585,656,71,"樂文義",NA,0
"139120","cbdb",585,657,72,"姚某",NA,0
"139143","cbdb",585,658,73,"某恆貴",NA,0
"139166","cbdb",585,658,73,"尉遲恭",NA,0
"139287","cbdb",585,662,77,"袁相",NA,0
"139290","cbdb",585,632,47,"秦義",NA,0
"139478","cbdb",585,665,80,"張寬",NA,0
"139588","cbdb",585,659,74,"楊湯",NA,0
"139630","cbdb",585,649,64,"康武通",NA,0
"139656","cbdb",585,672,87,"某廉",NA,0
"142244","cbdb",585,638,53,"趙隆",NA,0
"142465","cbdb",585,657,72,"范阿伯",NA,0
"142468","cbdb",585,658,73,"支隆",NA,0
"142498","cbdb",585,659,74,"張亮",NA,0
"142511","cbdb",585,661,76,"周氏",NA,1
"142521","cbdb",585,661,76,"張楚賢",NA,0
"142557","cbdb",585,664,79,"呂道",NA,0
"142572","cbdb",585,665,80,"某朗",NA,0
"142584","cbdb",585,634,49,"張師",NA,0
"142728","cbdb",585,666,81,"劉珍",NA,0
"A004619","ddm",585,618,33,"楊暕",NA,NA
"A004935","ddm",585,656,71,"崔義玄",NA,NA
"A006422","ddm",585,630,45,"杜如晦",NA,NA
"A008937","ddm",585,658,73,"尉遲恭",NA,NA
"A019417","ddm",585,684,99,"韋玄貞",NA,NA
"15627","cbdb",586,649,63,"汪華",NA,0
"31965","cbdb",586,644,58,"李大亮",NA,0
"138841","cbdb",586,646,60,"某忠",NA,0
"138848","cbdb",586,636,50,"李桀",NA,0
"138743","cbdb",586,631,45,"胡儼",NA,0
"138838","cbdb",586,646,60,"魏文德",NA,0
"138857","cbdb",586,647,61,"某達",NA,0
"139431","cbdb",586,664,78,"羅端",NA,0
"138930","cbdb",586,650,64,"某藥",NA,0
"138957","cbdb",586,651,65,"趙才",NA,0
"138998","cbdb",586,653,67,"甘朗",NA,0
"139062","cbdb",586,655,69,"郭氏(王某(郭氏夫)妻)",NA,1
"139112","cbdb",586,657,71,"霍氏(霍遵女)",NA,1
"139122","cbdb",586,657,71,"張士貴",NA,0
"139172","cbdb",586,659,73,"張義",NA,0
"139202","cbdb",586,659,73,"苗明",NA,0
"139228","cbdb",586,659,73,"賈某",NA,0
"139291","cbdb",586,651,65,"周師",NA,0
"139533","cbdb",586,635,49,"張朗",NA,0
"139603","cbdb",586,652,66,"樂玄",NA,0
"139885","cbdb",586,644,58,"梁玄敏",NA,0
"142258","cbdb",586,642,56,"李紹",NA,0
"142449","cbdb",586,655,69,"某玉",NA,0
"142565","cbdb",586,665,79,"徐氏(徐稱女)",NA,1
"142569","cbdb",586,666,80,"釋某",NA,1
"142633","cbdb",586,654,68,"楊偘",NA,0
"142677","cbdb",586,645,59,"趙欣",NA,0
"A006785","ddm",586,659,73,"智勤",NA,NA
"A007009","ddm",586,656,70,"法聰",NA,NA
"A011186","ddm",586,617,31,"王通",NA,NA
"A016635","ddm",586,663,77,"靈辨",NA,NA
"31225","cbdb",587,653,66,"張行成",NA,0
"138809","cbdb",587,626,39,"王仁則",NA,0
"138826","cbdb",587,645,58,"何相",NA,0
"138862","cbdb",587,648,61,"張行滿",NA,0
"138864","cbdb",587,648,61,"命某",NA,0
"139395","cbdb",587,641,54,"杜舉",NA,0
"139406","cbdb",587,663,76,"劉氏(劉仁崱女)",NA,1
"139473","cbdb",587,665,78,"王宣",NA,0
"138966","cbdb",587,652,65,"王宏",NA,0
"138988","cbdb",587,652,65,"梁有意",NA,0
"139027","cbdb",587,654,67,"苻肅",NA,0
"139064","cbdb",587,655,68,"徐漢",NA,0
"139155","cbdb",587,622,35,"薛忠",NA,0
"139250","cbdb",587,661,74,"靖徹",NA,0
"139259","cbdb",587,648,61,"張興",NA,0
"139281","cbdb",587,626,39,"王羅",NA,0
"139565","cbdb",587,669,82,"趙氏",NA,1
"139580","cbdb",587,670,83,"張文母",NA,1
"139584","cbdb",587,669,82,"劉德師",NA,0
"142265","cbdb",587,644,57,"楊十戒",NA,1
"142375","cbdb",587,649,62,"王某",NA,0
"142425","cbdb",587,653,66,"韓素",NA,0
"142478","cbdb",587,658,71,"張言+歲",NA,0
"142492","cbdb",587,659,72,"陶後興",NA,0
"142638","cbdb",587,675,88,"某翟",NA,1
"142695","cbdb",587,656,69,"李相",NA,0
"145957","cbdb",587,615,28,"蕭沈",NA,0
"A006969","ddm",587,656,69,"道悅",NA,NA
"A007466","ddm",587,635,48,"善慧",NA,NA
"A008882","ddm",587,658,71,"道因",NA,NA
"31485","cbdb",588,665,77,"于志寧",NA,0
"135651","cbdb",588,638,50,"柴紹",NA,0
"138868","cbdb",588,648,60,"王朋顯",NA,0
"139391","cbdb",588,672,84,"邢郭",NA,0
"139432","cbdb",588,662,74,"喪弘毅",NA,0
"139434","cbdb",588,647,59,"霍達",NA,0
"139442","cbdb",588,642,54,"李遠",NA,0
"138881","cbdb",588,649,61,"張雲",NA,0
"138913","cbdb",588,634,46,"任法悅",NA,0
"138922","cbdb",588,650,62,"樂達",NA,0
"138947","cbdb",588,651,63,"孫遷",NA,0
"138960","cbdb",588,652,64,"楊佰隴",NA,0
"138985","cbdb",588,653,65,"張洛",NA,0
"139031","cbdb",588,654,66,"張琛",NA,0
"139040","cbdb",588,655,67,"沈士公",NA,0
"139047","cbdb",588,655,67,"張才",NA,0
"139073","cbdb",588,656,68,"張弘秀",NA,0
"139079","cbdb",588,656,68,"韓玄",NA,0
"139097","cbdb",588,657,69,"房高",NA,0
"139182","cbdb",588,659,71,"路氏(徐某(路氏夫)妻)",NA,1
"139311","cbdb",588,662,74,"程氏(程嵩朗女)",NA,1
"139496","cbdb",588,666,78,"張某",NA,0
"139592","cbdb",588,670,82,"庫狄通",NA,0
"139733","cbdb",588,648,60,"樂玉",NA,0
"142236","cbdb",588,635,47,"張秀",NA,0
"142651","cbdb",588,676,88,"某氏(九品亡宮)",NA,1
"187923","cbdb",588,626,38,"李建成",NA,0
"A002442","ddm",588,665,77,"于志寧",NA,NA
"A006241","ddm",588,642,54,"慧思",NA,NA
"A007554","ddm",588,632,44,"智興",NA,NA
"94425","cbdb",589,618,29,"釋海順",NA,0
"138713","cbdb",589,620,31,"麹舉",NA,0
"139401","cbdb",589,655,66,"封溫",NA,0
"139405","cbdb",589,662,73,"李英",NA,0
"139439","cbdb",589,664,75,"邢巩＋言",NA,0
"138944","cbdb",589,651,62,"單信",NA,0
"138959","cbdb",589,652,63,"申好",NA,1
"138969","cbdb",589,617,28,"劉意",NA,0
"139025","cbdb",589,637,48,"某某",NA,0
"139028","cbdb",589,654,65,"成遠",NA,1
"139042","cbdb",589,655,66,"元勇",NA,0
"139066","cbdb",589,655,66,"高儼仁",NA,0
"139094","cbdb",589,657,68,"某某",NA,0
"139102","cbdb",589,657,68,"吳素",NA,0
"139105","cbdb",589,657,68,"王立",NA,0
"139128","cbdb",589,656,67,"王段",NA,0
"139134","cbdb",589,654,65,"劉某",NA,0
"139162","cbdb",589,613,24,"蘇娬",NA,1
"139208","cbdb",589,655,66,"解摩",NA,1
