"name","birth","death","lifespan","occupation","country","id","dataset"
"Q4167366",1824,1911,87,"military officer","Russia","http://www.wikidata.org/entity/Q4167366","wikidata"
"Vladimir Tebyakin",1825,1877,52,"military personnel","Russia","http://www.wikidata.org/entity/Q4453631","wikidata"
"Madame Turchin",1826,1904,78,"diarist","Russia","http://www.wikidata.org/entity/Q6726335","wikidata"
"Nikolai Karlovich Scholze",1827,1883,56,"painter","Russia","http://www.wikidata.org/entity/Q112303349","wikidata"
"Q4262548",1828,1882,54,"military officer","Russia","http://www.wikidata.org/entity/Q4262548","wikidata"
"Aleksandr Fyodorovich Rittikh",1831,1914,83,"politician","Russia","http://www.wikidata.org/entity/Q2628054","wikidata"
"Q4529525",1831,1877,46,"military personnel","Russia","http://www.wikidata.org/entity/Q4529525","wikidata"
"Q1583496",1833,1880,47,NA,"Russia","http://www.wikidata.org/entity/Q1583496","wikidata"
"Q4087240",1834,1892,58,"military officer","Russia","http://www.wikidata.org/entity/Q4087240","wikidata"
"Stepan Leonov",1834,1899,65,"military officer","Russia","http://www.wikidata.org/entity/Q4258886","wikidata"
"Aleksandr Nelidov",1835,1910,75,"ambassador","Russia","http://www.wikidata.org/entity/Q2503315","wikidata"
"Aleksandr Strukov",1840,1911,71,"military personnel","Russia","http://www.wikidata.org/entity/Q4444318","wikidata"
"Q12272351",1841,1900,59,"military personnel","Russia","http://www.wikidata.org/entity/Q12272351","wikidata"
"Samuel Solomonovitch Scheikevitch",1842,1908,66,"lawyer","Russia","http://www.wikidata.org/entity/Q18555641","wikidata"
"R. Rohmann",1845,1892,47,"painter","Russia","http://www.wikidata.org/entity/Q110082450","wikidata"
"Q12781768",1848,1936,88,"painter","Russia","http://www.wikidata.org/entity/Q12781768","wikidata"
"Q12275872",1849,1908,59,"journalist","Russia","http://www.wikidata.org/entity/Q12275872","wikidata"
"Klavdy Lebedev",1852,1916,64,"painter","Russia","http://www.wikidata.org/entity/Q2369257","wikidata"
"Varvara Batyushkova",1852,1894,42,"politician","Russia","http://www.wikidata.org/entity/Q4079643","wikidata"
"Aleksandr Burago",1853,1883,30,"military officer","Russia","http://www.wikidata.org/entity/Q3655846","wikidata"
"Thorvald Gehrman",1855,1946,91,"photographer","Russia","http://www.wikidata.org/entity/Q45739229","wikidata"
"E. I.  Arens",1856,1931,75,"scientist","Russia","http://www.wikidata.org/entity/Q4069039","wikidata"
"William H. Galvani",1861,1947,86,"writer","Russia","http://www.wikidata.org/entity/Q82977179","wikidata"
"Nikolai Vasilevich Orlov",1863,1924,61,"painter","Russia","http://www.wikidata.org/entity/Q15772865","wikidata"
"Semen Fedorov",1867,1910,43,"painter","Russia","http://www.wikidata.org/entity/Q48876782","wikidata"
"Erik Lidvall",1869,1940,71,"businessperson","Russia","http://www.wikidata.org/entity/Q19976692","wikidata"
"Sofiya Demidova",1869,1953,84,NA,"Russia","http://www.wikidata.org/entity/Q33381132","wikidata"
"Alexander Peters",1869,1951,82,NA,"Russia","http://www.wikidata.org/entity/Q4719835","wikidata"
"Antoinette Konikow",1869,1946,77,"physician","Russia","http://www.wikidata.org/entity/Q4775588","wikidata"
"Ivan Abramson",1869,1934,65,"screenwriter","Russia","http://www.wikidata.org/entity/Q6095767","wikidata"
"Morris Michtom",1870,1938,68,"entrepreneur","Russia","http://www.wikidata.org/entity/Q1948513","wikidata"
"Sergej Lobovikov",1870,1941,71,"photographer","Russia","http://www.wikidata.org/entity/Q2272531","wikidata"
"Aaron Harry Gorson",1872,1933,61,"artist","Russia","http://www.wikidata.org/entity/Q4662079","wikidata"
"Eduard von Mayer",1873,1960,87,"writer","Russia","http://www.wikidata.org/entity/Q43259317","wikidata"
"Marie Goldsmith",1873,1933,60,"biologist","Russia","http://www.wikidata.org/entity/Q6761322","wikidata"
"Pauline Joachim",1874,1935,61,NA,"Russia","http://www.wikidata.org/entity/Q19663139","wikidata"
"Lina Boldemann",1875,1957,82,NA,"Russia","http://www.wikidata.org/entity/Q15845366","wikidata"
"John. F. Huenergardt",1875,1955,80,"missionary","Russia","http://www.wikidata.org/entity/Q15998693","wikidata"
"Ossip Perelma",1876,1949,73,"painter","Russia","http://www.wikidata.org/entity/Q21647520","wikidata"
"Samuel Lumiere",1876,1971,95,"photographer","Russia","http://www.wikidata.org/entity/Q42356669","wikidata"
"Anna Bielkiewicz",1877,1936,59,"teacher","Russia","http://www.wikidata.org/entity/Q16167203","wikidata"
"Tenen Holtz",1877,1971,94,"actor","Russia","http://www.wikidata.org/entity/Q7699700","wikidata"
"Louis Burstein",1878,1923,45,"film producer","Russia","http://www.wikidata.org/entity/Q3261378","wikidata"
"Edward Clark",1878,1954,76,"screenwriter","Russia","http://www.wikidata.org/entity/Q5342307","wikidata"
"J. O. Gavronsky",1878,1948,70,"physician","Russia","http://www.wikidata.org/entity/Q79091231","wikidata"
"Zvi Nishri",1878,1973,95,"teacher","Russia","http://www.wikidata.org/entity/Q8075543","wikidata"
"Władimir Biełogorcew",1879,1955,76,"military officer","Russia","http://www.wikidata.org/entity/Q48955544","wikidata"
"Louis Bernard Brodsky",1879,1970,91,"lawyer","Russia","http://www.wikidata.org/entity/Q6686694","wikidata"
"Q6799672",1880,1949,69,"writer","Russia","http://www.wikidata.org/entity/Q6799672","wikidata"
"Jack Freulich",1880,1936,56,"photographer","Russia","http://www.wikidata.org/entity/Q99711265","wikidata"
"Q4148907",1881,1945,64,"scientist","Russia","http://www.wikidata.org/entity/Q4148907","wikidata"
"Ju. Eremin",1881,1948,67,"photographer","Russia","http://www.wikidata.org/entity/Q42627060","wikidata"
"Arthur L. Welsh",1881,1912,31,"military personnel","Russia","http://www.wikidata.org/entity/Q4799425","wikidata"
"Maurice Goldberg",1881,1949,68,"photographer","Russia","http://www.wikidata.org/entity/Q66817356","wikidata"
"Rochelle S. Townsend",1881,1970,89,"translator","Russia","http://www.wikidata.org/entity/Q81506957","wikidata"
"Félix de Vogüé",1882,1946,64,NA,"Russia","http://www.wikidata.org/entity/Q14916218","wikidata"
"Samuel Belov",1884,1954,70,"music pedagogue","Russia","http://www.wikidata.org/entity/Q15843902","wikidata"
"Ben Benn",1884,1983,99,"painter","Russia","http://www.wikidata.org/entity/Q21994030","wikidata"
"Q48864243",1884,1961,77,NA,"Russia","http://www.wikidata.org/entity/Q48864243","wikidata"
"Fannie Jacobs",1885,1977,92,"politician","Russia","http://www.wikidata.org/entity/Q56226168","wikidata"
"Leo Matz",1885,1943,58,"photographer","Russia","http://www.wikidata.org/entity/Q60243307","wikidata"
"Bernard Gorcey",1886,1955,69,"actor","Russia","http://www.wikidata.org/entity/Q2897984","wikidata"
"Michael Mark",1886,1975,89,"actor","Russia","http://www.wikidata.org/entity/Q6832529","wikidata"
"Nahum Eitingon",1887,1959,72,"industrialist","Russia","http://www.wikidata.org/entity/Q11789231","wikidata"
"William Meyerowitz",1887,1981,94,"painter","Russia","http://www.wikidata.org/entity/Q25931140","wikidata"
"Tatiana Tchernavin",1887,1971,84,"artist","Russia","http://www.wikidata.org/entity/Q49164313","wikidata"
"George Aleef",1887,1970,83,"painter","Russia","http://www.wikidata.org/entity/Q5536141","wikidata"
"James Dolena",1888,1978,90,"architect","Russia","http://www.wikidata.org/entity/Q16008361","wikidata"
"Charles Diserens",1888,1949,61,NA,"Russia","http://www.wikidata.org/entity/Q27634254","wikidata"
"Charles Avnet",1888,1979,91,NA,"Russia","http://www.wikidata.org/entity/Q47010611","wikidata"
"Moisei Karlitzki",1888,1969,81,"photographer","Russia","http://www.wikidata.org/entity/Q60256667","wikidata"
"Joseph David Toloff",1888,1957,69,"photographer","Russia","http://www.wikidata.org/entity/Q84321748","wikidata"
"Louis Ritman",1889,1963,74,"painter","Russia","http://www.wikidata.org/entity/Q16003048","wikidata"
"Benjamin W. Sangor",1889,1953,64,"lawyer","Russia","http://www.wikidata.org/entity/Q4889347","wikidata"
"Anna Igumnova",1889,1980,91,"chemist","Russia","http://www.wikidata.org/entity/Q65953221","wikidata"
"Dmitri Tsapline",1890,1967,77,"sculptor","Russia","http://www.wikidata.org/entity/Q29698210","wikidata"
"Samuel H. Golter",1890,1971,81,"physician","Russia","http://www.wikidata.org/entity/Q41450312","wikidata"
"Boris Arkhangelsky",1890,1954,64,"obstetrician-gynecologist","Russia","http://www.wikidata.org/entity/Q65148142","wikidata"
"Leonid A. Umansky",1890,1957,67,"electrical engineer","Russia","http://www.wikidata.org/entity/Q6526327","wikidata"
"Rosabelle Sinclair",1890,1981,91,"lacrosse player","Russia","http://www.wikidata.org/entity/Q7367158","wikidata"
"Yechezkel Sarna",1890,1969,79,"rabbi","Russia","http://www.wikidata.org/entity/Q8051044","wikidata"
"Ary Stillman",1891,1967,76,"painter","Russia","http://www.wikidata.org/entity/Q4802573","wikidata"
"Mark Asarow",1891,1970,79,NA,"Russia","http://www.wikidata.org/entity/Q94863307","wikidata"
"Billy West",1892,1975,83,"actor","Russia","http://www.wikidata.org/entity/Q2903755","wikidata"
"Q6577994",1892,1950,58,"rabbi","Russia","http://www.wikidata.org/entity/Q6577994","wikidata"
"Anton Gordonoff",1893,1966,73,"university teacher","Russia","http://www.wikidata.org/entity/Q117437","wikidata"
"Georg Löbsack",1893,1936,43,"writer","Russia","http://www.wikidata.org/entity/Q1505280","wikidata"
"Harry Mann",1893,1965,72,"screenwriter","Russia","http://www.wikidata.org/entity/Q21209376","wikidata"
"Olga Ilyina",1894,1991,97,"writer","Russia","http://www.wikidata.org/entity/Q18590203","wikidata"
"Nicolai Cikovsky",1894,1984,90,"painter","Russia","http://www.wikidata.org/entity/Q19799296","wikidata"
"Vladimir Belkin",1895,1967,72,"designer","Russia","http://www.wikidata.org/entity/Q111333891","wikidata"
"Sergej Protopopov",1895,1976,81,"photographer","Russia","http://www.wikidata.org/entity/Q12051504","wikidata"
"Eugene Frenke",1895,1984,89,"screenwriter","Russia","http://www.wikidata.org/entity/Q1373093","wikidata"
"Irving Rosenthal",1895,1973,78,"businessperson","Russia","http://www.wikidata.org/entity/Q16007481","wikidata"
"Jack ""Kid"" Wolfe",1895,1975,80,"boxer","Russia","http://www.wikidata.org/entity/Q21994649","wikidata"
"Samuel M. Seidlin",1895,1955,60,"endocrinologist","Russia","http://www.wikidata.org/entity/Q2218590","wikidata"
"Johnny Hyde",1895,1950,55,"talent agent","Russia","http://www.wikidata.org/entity/Q3182916","wikidata"
"Galina Tolmacheva",1895,1987,92,"actor","Russia","http://www.wikidata.org/entity/Q70873177","wikidata"
"Vincent Glinsky",1895,1975,80,"artist","Russia","http://www.wikidata.org/entity/Q7931813","wikidata"
"Kazimierz Gajl",1896,1934,38,"zoologist","Russia","http://www.wikidata.org/entity/Q21020218","wikidata"
"Ralph Taylor",1896,1978,82,"painter","Russia","http://www.wikidata.org/entity/Q21985090","wikidata"
"Nikolai Nedashkovsky",1896,1924,28,"painter","Russia","http://www.wikidata.org/entity/Q23758146","wikidata"
"Abraham P. Hankins",1896,1963,67,"painter","Russia","http://www.wikidata.org/entity/Q4669121","wikidata"
"Irving Resnikoff",1897,1988,91,"painter","Russia","http://www.wikidata.org/entity/Q105551735","wikidata"
"David Livschitz",1897,1973,76,"politician","Russia","http://www.wikidata.org/entity/Q2901637","wikidata"
"Isaac Stollman",1897,1980,83,"rabbi","Russia","http://www.wikidata.org/entity/Q6077170","wikidata"
"Yulia Biriukova",1897,1972,75,"artist","Russia","http://www.wikidata.org/entity/Q62123199","wikidata"
"Majlen Madeleine Rafaela Boëthius",1897,1965,68,NA,"Russia","http://www.wikidata.org/entity/Q64666784","wikidata"
"Theodore L. Althausen",1897,1989,92,NA,"Russia","http://www.wikidata.org/entity/Q99504674","wikidata"
"Lud Gluskin",1898,1989,91,"conductor","Russia","http://www.wikidata.org/entity/Q1117465","wikidata"
"Morris Viteles",1898,1996,98,"psychologist","Russia","http://www.wikidata.org/entity/Q18644816","wikidata"
"Samuel S. Ferster",1898,1967,69,"politician","Russia","http://www.wikidata.org/entity/Q19668741","wikidata"
"John Barsha",1898,1976,78,"baseball player","Russia","http://www.wikidata.org/entity/Q42332814","wikidata"
"Georg de Gysser",1898,1975,77,"actor","Russia","http://www.wikidata.org/entity/Q5779859","wikidata"
"Valentina Kashuba",1898,1997,99,"ballet dancer","Russia","http://www.wikidata.org/entity/Q61816719","wikidata"
"Elisaveta Fen",1899,1983,84,"translator","Russia","http://www.wikidata.org/entity/Q110062311","wikidata"
"William Barrymore",1899,1978,79,"actor","Russia","http://www.wikidata.org/entity/Q3568418","wikidata"
"Yehuda Chitrik",1899,2006,107,"writer","Russia","http://www.wikidata.org/entity/Q4022654","wikidata"
"Sol Rutchick",1899,1965,66,"horse trainer","Russia","http://www.wikidata.org/entity/Q63019616","wikidata"
"Myron Gordon",1899,1959,60,"zoologist","Russia","http://www.wikidata.org/entity/Q6948439","wikidata"
"Ioannis Ballis",1900,1920,20,"tennis player","Russia","http://www.wikidata.org/entity/Q1671906","wikidata"
"Arno Lewitsch",1900,1970,70,"jazz violinist","Russia","http://www.wikidata.org/entity/Q22670610","wikidata"
"Louis A. Bloom",1900,1988,88,"lawyer","Russia","http://www.wikidata.org/entity/Q59181008","wikidata"
"Bula Liebling",1900,1940,40,NA,"Russia","http://www.wikidata.org/entity/Q63871164","wikidata"
"Q20829510",1901,1971,70,"physician","Russia","http://www.wikidata.org/entity/Q20829510","wikidata"
"Jake Kozloff",1901,1976,75,"businessperson","Russia","http://www.wikidata.org/entity/Q23022037","wikidata"
"Tziporah Bloch",1901,1981,80,NA,"Russia","http://www.wikidata.org/entity/Q30527263","wikidata"
"Charles E. Smith",1901,1995,94,"real estate development","Russia","http://www.wikidata.org/entity/Q5082545","wikidata"
"Valentina Pavlovna Wasson",1901,1959,58,"pediatrician","Russia","http://www.wikidata.org/entity/Q59179305","wikidata"
"Georgie Levine",1901,1993,92,"boxer","Russia","http://www.wikidata.org/entity/Q59196000","wikidata"
"Simon Greenberg",1901,1993,92,"rabbi","Russia","http://www.wikidata.org/entity/Q7518875","wikidata"
"George Margoulies",1902,1972,70,"translator","Russia","http://www.wikidata.org/entity/Q105395530","wikidata"
"Philip Sachs",1902,1973,71,"athlete","Russia","http://www.wikidata.org/entity/Q17403703","wikidata"
"Mary Dobkin",1902,1987,85,"athlete","Russia","http://www.wikidata.org/entity/Q19893855","wikidata"
"Bert Shefter",1902,1999,97,"composer","Russia","http://www.wikidata.org/entity/Q4895300","wikidata"
"Maria V. Pospelova-Shtrom",1902,1991,89,"entomologist","Russia","http://www.wikidata.org/entity/Q54859891","wikidata"
"Sam Gonotsky",1902,1929,27,NA,"Russia","http://www.wikidata.org/entity/Q7407531","wikidata"
"Romana Javitz",1903,1980,77,"photographer","Russia","http://www.wikidata.org/entity/Q22005627","wikidata"
"Aleksey Korostin",1903,1957,54,"art historian","Russia","http://www.wikidata.org/entity/Q4234004","wikidata"
"Tully Filmus",1903,1998,95,"painter","Russia","http://www.wikidata.org/entity/Q4484242","wikidata"
"Anne X. Alpern",1903,1981,78,"judge","Russia","http://www.wikidata.org/entity/Q4768901","wikidata"
"Mignon Georgian",1903,1987,84,"actor","Russia","http://www.wikidata.org/entity/Q4949836","wikidata"
"Murray Spivack",1903,1994,91,"audio engineer","Russia","http://www.wikidata.org/entity/Q6939467","wikidata"
"Albert Potter",1903,1937,34,"artist","Russia","http://www.wikidata.org/entity/Q74667626","wikidata"
"Jacques Joseph Camins",1904,1988,84,"painter","Russia","http://www.wikidata.org/entity/Q111771634","wikidata"
"Catherine Kousmine",1904,1992,88,"physician","Russia","http://www.wikidata.org/entity/Q116543","wikidata"
"Jenia Taversky",1904,1964,60,"politician","Russia","http://www.wikidata.org/entity/Q1530257","wikidata"
"Pēteris Vegers",1904,1991,87,"scientist","Russia","http://www.wikidata.org/entity/Q20799907","wikidata"
"Louis Hirshman",1904,1986,82,"painter","Russia","http://www.wikidata.org/entity/Q22001739","wikidata"
"Joseph Dorfman",1904,1991,87,"economist","Russia","http://www.wikidata.org/entity/Q27887831","wikidata"
"Boris Alekin",1904,1942,38,"stage actor","Russia","http://www.wikidata.org/entity/Q893603","wikidata"
"Czesław Wdowiszewski",1904,1982,78,"painter","Russia","http://www.wikidata.org/entity/Q9199429","wikidata"
"Víktor Yevséyev",1905,1937,32,"athlete","Russia","http://www.wikidata.org/entity/Q16647530","wikidata"
"Mildred Albert",1905,1991,86,"businessperson","Russia","http://www.wikidata.org/entity/Q28051502","wikidata"
"Newsboy Brown",1905,1977,72,"boxer","Russia","http://www.wikidata.org/entity/Q3339154","wikidata"
"Abraham Lishinsky",1905,1982,77,"painter","Russia","http://www.wikidata.org/entity/Q4669057","wikidata"
"Michael Sasanoff",1905,1984,79,"background artist","Russia","http://www.wikidata.org/entity/Q68773302","wikidata"
"Eugene Constantine Krylow",1905,1977,72,NA,"Russia","http://www.wikidata.org/entity/Q99608004","wikidata"
"Albert Gold",1906,1972,66,"painter","Russia","http://www.wikidata.org/entity/Q21094989","wikidata"
"Irina Tweedie",1907,1999,92,"writer","Russia","http://www.wikidata.org/entity/Q273389","wikidata"
"Munia Lander (Ben-Artzi)",1907,1971,64,"painter","Russia","http://www.wikidata.org/entity/Q55292819","wikidata"
"Alma Kar",1908,1992,84,"actor","Russia","http://www.wikidata.org/entity/Q129317","wikidata"
"Nabi Amintaev",1908,1945,37,"athlete","Russia","http://www.wikidata.org/entity/Q16610598","wikidata"
"A.H. Weiler",1908,2002,94,"journalist","Russia","http://www.wikidata.org/entity/Q18645668","wikidata"
"Norman Carton",1908,1980,72,"painter","Russia","http://www.wikidata.org/entity/Q26925241","wikidata"
"Esphyr Slobodkina",1908,2002,94,"writer","Russia","http://www.wikidata.org/entity/Q5398958","wikidata"
"Q60833323",1908,1978,70,NA,"Russia","http://www.wikidata.org/entity/Q60833323","wikidata"
"Q6968518",1908,1950,42,"police officer","Russia","http://www.wikidata.org/entity/Q6968518","wikidata"
"Ivan Shekker",1909,1967,58,"cinematographer","Russia","http://www.wikidata.org/entity/Q110052343","wikidata"
"Mollie Tureske",1909,2002,93,"painter","Russia","http://www.wikidata.org/entity/Q111746960","wikidata"
"Aryeh Lerner",1909,1974,65,"consul","Russia","http://www.wikidata.org/entity/Q16128651","wikidata"
"Lucia V. Streng",1909,1995,86,"chemist","Russia","http://www.wikidata.org/entity/Q26702856","wikidata"
"David Krech",1909,1977,68,"psychologist","Russia","http://www.wikidata.org/entity/Q5236133","wikidata"
"Abe Yourist",1909,1991,82,"basketball player","Russia","http://www.wikidata.org/entity/Q76849943","wikidata"
"Nicholas Teliatnikow",1909,1970,61,"photographer","Russia","http://www.wikidata.org/entity/Q7697241","wikidata"
"Mary Meyers Rosenfield",1910,2006,96,"educator","Russia","http://www.wikidata.org/entity/Q25350518","wikidata"
"Constantin Joffé",1910,1992,82,"photographer","Russia","http://www.wikidata.org/entity/Q44853323","wikidata"
"Harry Glickman",1910,1996,86,"classical violinist","Russia","http://www.wikidata.org/entity/Q87206265","wikidata"
"Leonid Lavrov",1911,1992,81,"zoologist","Russia","http://www.wikidata.org/entity/Q11754584","wikidata"
"Dimitry Zvegintzov",1911,1984,73,"military personnel","Russia","http://www.wikidata.org/entity/Q15969986","wikidata"
"Svea Bergstrand",1911,1990,79,"dancer","Russia","http://www.wikidata.org/entity/Q4938649","wikidata"
"Abraham Koogan",1912,2000,88,"publisher","Russia","http://www.wikidata.org/entity/Q16142657","wikidata"
"Q33105198",1912,1999,87,NA,"Russia","http://www.wikidata.org/entity/Q33105198","wikidata"
"John Teyral",1912,1999,87,"painter","Russia","http://www.wikidata.org/entity/Q68852816","wikidata"
"George Vladimirovic Galizin",1912,1992,80,NA,"Russia","http://www.wikidata.org/entity/Q94863824","wikidata"
"Eliyahu Lankin",1914,1994,80,"lawyer","Russia","http://www.wikidata.org/entity/Q2906131","wikidata"
"Q38066503",1914,2003,89,"nephrologist","Russia","http://www.wikidata.org/entity/Q38066503","wikidata"
"Edith Urch",1915,1978,63,"midwife","Russia","http://www.wikidata.org/entity/Q5338687","wikidata"
"Ruth Gikow",1915,1982,67,"painter","Russia","http://www.wikidata.org/entity/Q7383002","wikidata"
"Przemysław Zieliński",1916,1990,74,"actor","Russia","http://www.wikidata.org/entity/Q100592145","wikidata"
"Q61125681",1916,1983,67,"lawyer","Russia","http://www.wikidata.org/entity/Q61125681","wikidata"
"Shmuel Divon",1917,2003,86,"diplomat","Russia","http://www.wikidata.org/entity/Q18147874","wikidata"
"Maurice Bergl",1917,2009,92,"athlete","Russia","http://www.wikidata.org/entity/Q51053771","wikidata"
"Grisha Arad",1917,2014,97,"photographer","Russia","http://www.wikidata.org/entity/Q55283422","wikidata"
"Aleksander Oleśko-Ferworn",1917,1990,73,"painter","Russia","http://www.wikidata.org/entity/Q56255849","wikidata"
"Tseviyah Katsenelson Ben-Tsevi",1918,2009,91,"writer","Russia","http://www.wikidata.org/entity/Q108866796","wikidata"
"Q12274558",1918,2008,90,"ballet dancer","Russia","http://www.wikidata.org/entity/Q12274558","wikidata"
"Sidney Gordin",1918,1996,78,"painter","Russia","http://www.wikidata.org/entity/Q21810657","wikidata"
"Q28860030",1918,2016,98,NA,"Russia","http://www.wikidata.org/entity/Q28860030","wikidata"
"Irène Zack",1918,2013,95,"sculptor","Russia","http://www.wikidata.org/entity/Q3154672","wikidata"
"Leon Mirsky",1918,1983,65,"mathematician","Russia","http://www.wikidata.org/entity/Q6524797","wikidata"
"Mikael Scheremetiew",1919,1977,58,"conductor","Russia","http://www.wikidata.org/entity/Q106341289","wikidata"
"Phil Feldesman",1919,1986,67,"bridge player","Russia","http://www.wikidata.org/entity/Q18388121","wikidata"
"Q21639085",1919,1966,47,NA,"Russia","http://www.wikidata.org/entity/Q21639085","wikidata"
"Elisabeth Heyward",1919,2007,88,"translator","Russia","http://www.wikidata.org/entity/Q5361475","wikidata"
"Rick Vallin",1919,1977,58,"actor","Russia","http://www.wikidata.org/entity/Q7331831","wikidata"
"Miriam Oren",1920,1998,78,"writer","Russia","http://www.wikidata.org/entity/Q109439614","wikidata"
"Q47489521",1920,1975,55,"military leader","Russia","http://www.wikidata.org/entity/Q47489521","wikidata"
"Q56189515",1920,2012,92,"ballet dancer","Russia","http://www.wikidata.org/entity/Q56189515","wikidata"
"Yael Ozai",1920,2013,93,"lawyer","Russia","http://www.wikidata.org/entity/Q6581994","wikidata"
"Dov Schwartzman",1921,2011,90,"rabbi","Russia","http://www.wikidata.org/entity/Q1252844","wikidata"
"Foma Portnovs",1921,2008,87,"physiotherapist","Russia","http://www.wikidata.org/entity/Q28521880","wikidata"
"Pati Behrs",1922,2004,82,"actor","Russia","http://www.wikidata.org/entity/Q7144900","wikidata"
"Tzvi Tzur",1923,2004,81,"politician","Russia","http://www.wikidata.org/entity/Q1385464","wikidata"
"Q12835608",1924,1943,19,NA,"Russia","http://www.wikidata.org/entity/Q12835608","wikidata"
"Siegfried Enns",1924,2020,96,"politician","Russia","http://www.wikidata.org/entity/Q16089920","wikidata"
"Henry Harris",1925,2014,89,"physician","Russia","http://www.wikidata.org/entity/Q11251607","wikidata"
"Q47489523",1926,2012,86,"military leader","Russia","http://www.wikidata.org/entity/Q47489523","wikidata"
"Q16713901",1927,1957,30,NA,"Russia","http://www.wikidata.org/entity/Q16713901","wikidata"
"Esteban Stancov",1927,2007,80,"writer","Russia","http://www.wikidata.org/entity/Q22995378","wikidata"
"Q47489524",1927,2017,90,"military leader","Russia","http://www.wikidata.org/entity/Q47489524","wikidata"
"Q21641156",1928,2015,87,NA,"Russia","http://www.wikidata.org/entity/Q21641156","wikidata"
"Lionel Kazan",1930,2016,86,"photographer","Russia","http://www.wikidata.org/entity/Q72549625","wikidata"
"Rein Tubin",1932,1988,56,"choir director","Russia","http://www.wikidata.org/entity/Q12373785","wikidata"
"Yuri Borienko",1932,1999,67,"actor","Russia","http://www.wikidata.org/entity/Q93337243","wikidata"
"Petros Fyssoun",1933,2016,83,"actor","Russia","http://www.wikidata.org/entity/Q7179076","wikidata"
"Q27020260",1934,2008,74,"designer","Russia","http://www.wikidata.org/entity/Q27020260","wikidata"
"Mikhail Vartanov",1937,2009,72,"screenwriter","Russia","http://www.wikidata.org/entity/Q402812","wikidata"
"Vadim Pappe",1942,2012,70,"art historian","Russia","http://www.wikidata.org/entity/Q1710758","wikidata"
"Shalom Dlugatch",1943,2018,75,"basketball player","Russia","http://www.wikidata.org/entity/Q30526819","wikidata"
"Q7045952",1944,1998,54,NA,"Russia","http://www.wikidata.org/entity/Q7045952","wikidata"
"Anatoly Klyan",1946,2014,68,"journalist","Russia","http://www.wikidata.org/entity/Q17306058","wikidata"
"Vyacheslav Domani",1947,1996,49,"volleyball player","Russia","http://www.wikidata.org/entity/Q4165680","wikidata"
"Q20095767",1948,2003,55,"actor","Russia","http://www.wikidata.org/entity/Q20095767","wikidata"
"Sergej Paramonov",1958,2012,54,"coach","Russia","http://www.wikidata.org/entity/Q12800909","wikidata"
"Ann Gotlib",1971,2002,31,NA,"Russia","http://www.wikidata.org/entity/Q4766419","wikidata"
"Manaf Abd al-Rahim al-Rawi",1975,2013,38,NA,"Russia","http://www.wikidata.org/entity/Q16204728","wikidata"
"Khadzhi-Murat Yandiyev",1975,2000,25,NA,"Russia","http://www.wikidata.org/entity/Q6398939","wikidata"
"Natalia Strelchenko",1976,2015,39,"pianist","Russia","http://www.wikidata.org/entity/Q20893924","wikidata"
"Igor Sajkow",1985,2014,29,"athlete","Russia","http://www.wikidata.org/entity/Q23071839","wikidata"
"Zlatko Andronikov",1991,2038,47,NA,"Russia","http://www.wikidata.org/entity/Q109940640","wikidata"
"Q105202121",1998,2018,20,"university student","Russia","http://www.wikidata.org/entity/Q105202121","wikidata"
"Q105202128",1998,2018,20,"university student","Russia","http://www.wikidata.org/entity/Q105202128","wikidata"
"Mikhail Zhlobitsky",2001,2018,17,"student","Russia","http://www.wikidata.org/entity/Q112147513","wikidata"
"Matvey Tkachenko",2001,2019,18,"blogger","Russia","http://www.wikidata.org/entity/Q72146557","wikidata"
"Sophia the Martyr",1,138,137,NA,"Italy","http://www.wikidata.org/entity/Q15916381","wikidata"
"Gaius Valerius Flaccus",45,95,50,"writer","Italy","http://www.wikidata.org/entity/Q316090","wikidata"
"Reverianus",250,273,23,"priest","Italy","http://www.wikidata.org/entity/Q2913272","wikidata"
"Autonomus",250,313,63,"priest","Italy","http://www.wikidata.org/entity/Q4826873","wikidata"
"Paul of Narbonne",300,300,0,"priest","Italy","http://www.wikidata.org/entity/Q1379816","wikidata"
"Austromoine",300,300,0,"Catholic priest","Italy","http://www.wikidata.org/entity/Q83702","wikidata"
"Constans",320,350,30,"politician","Italy","http://www.wikidata.org/entity/Q185538","wikidata"
"Gaius Julius Solinus",400,400,0,"writer","Italy","http://www.wikidata.org/entity/Q520487","wikidata"
"Severinus of Sanseverino",470,550,80,"priest","Italy","http://www.wikidata.org/entity/Q3958514","wikidata"
"Marcello Tegalliano",700,726,26,"politician","Italy","http://www.wikidata.org/entity/Q44343","wikidata"
"Guy IV of Spoleto",801,897,96,"politician","Italy","http://www.wikidata.org/entity/Q557708","wikidata"
"Adalbert I, Margrave of Tuscany",820,886,66,"politician","Italy","http://www.wikidata.org/entity/Q347440","wikidata"
"Lambert I of Spoleto",830,880,50,"aristocrat","Italy","http://www.wikidata.org/entity/Q1284091","wikidata"
"Sico of Salerno",850,855,5,NA,"Italy","http://www.wikidata.org/entity/Q2518603","wikidata"
"Peter of Salerno",850,856,6,NA,"Italy","http://www.wikidata.org/entity/Q2658218","wikidata"
"Adhemar of Salerno",850,861,11,"prince","Italy","http://www.wikidata.org/entity/Q2706122","wikidata"
"Lambert II of Spoleto",880,898,18,"politician","Italy","http://www.wikidata.org/entity/Q354823","wikidata"
