"name","birth","death","lifespan","occupation","country","id","dataset"
"Marguerite Françoise Bouvier de la Mothe de Cepoy",1767,1808,41,NA,"France","http://www.wikidata.org/entity/Q3290704","wikidata"
"Denis-Simon Magimel",1767,1831,64,"physician","France","http://www.wikidata.org/entity/Q95725001","wikidata"
"Alexandre Bellegarde",1770,1816,46,"military personnel","France","http://www.wikidata.org/entity/Q15205078","wikidata"
"Louis César Benois",1770,1822,52,"pastry chef","France","http://www.wikidata.org/entity/Q3261631","wikidata"
"Picot de Peccaduc",1770,1820,50,"military personnel","France","http://www.wikidata.org/entity/Q3382534","wikidata"
"Antoine Barraque",1773,1858,85,"farmer","France","http://www.wikidata.org/entity/Q105078878","wikidata"
"Louis Francis de Paul Binsse",1774,1844,70,"painter","France","http://www.wikidata.org/entity/Q22001675","wikidata"
"Karol Gentil",1777,1835,58,"preacher","France","http://www.wikidata.org/entity/Q56510115","wikidata"
"Louis Constant Wairy",1778,1845,67,"Kammerdiener","France","http://www.wikidata.org/entity/Q2041792","wikidata"
"Loggin Osipovič Roth",1780,1851,71,NA,"France","http://www.wikidata.org/entity/Q4398596","wikidata"
"Angel Hubac",1780,1820,40,"military personnel","France","http://www.wikidata.org/entity/Q6173221","wikidata"
"Louis Peru de Lacroix",1780,1837,57,"military personnel","France","http://www.wikidata.org/entity/Q6687964","wikidata"
"Joseph Poussier",1781,1821,40,"architect","France","http://www.wikidata.org/entity/Q15690574","wikidata"
"Charles Michel Potier",1785,1855,70,"military personnel","France","http://www.wikidata.org/entity/Q4374992","wikidata"
"Antoine Carre",1787,1885,98,"explorer","France","http://www.wikidata.org/entity/Q4775445","wikidata"
"Pedro Domecq Lembeye",1787,1839,52,"businessperson","France","http://www.wikidata.org/entity/Q52781595","wikidata"
"Augustus Clifford",1788,1877,89,"politician","France","http://www.wikidata.org/entity/Q4821399","wikidata"
"Auguste-Joseph Desarnot",1788,1840,52,"painter","France","http://www.wikidata.org/entity/Q867840","wikidata"
"Pierre Planat",1792,1866,74,"painter","France","http://www.wikidata.org/entity/Q98547121","wikidata"
"Alexis Maillet",1794,1833,39,"military personnel","France","http://www.wikidata.org/entity/Q106169491","wikidata"
"Anthony Imbert",1794,1834,40,"lithographer","France","http://www.wikidata.org/entity/Q29281473","wikidata"
"Fulgence Fresnel",1795,1855,60,"diplomat","France","http://www.wikidata.org/entity/Q703951","wikidata"
"Alphonse Dousseau",1796,1876,80,"art educator","France","http://www.wikidata.org/entity/Q23017646","wikidata"
"George Marin De la Voye",1796,1877,81,"novelist","France","http://www.wikidata.org/entity/Q64685651","wikidata"
"Noël-Dieudonné Finart",1797,1852,55,"painter","France","http://www.wikidata.org/entity/Q18575696","wikidata"
"Alfred de Vigny",1797,1863,66,"writer","France","http://www.wikidata.org/entity/Q309702","wikidata"
"Luís Aleixo Boulanger",1798,1874,76,NA,"France","http://www.wikidata.org/entity/Q10321229","wikidata"
"Emílio Doux",1798,1876,78,"actor","France","http://www.wikidata.org/entity/Q106319886","wikidata"
"Ivan Chopin",1798,1870,72,"historian","France","http://www.wikidata.org/entity/Q4526120","wikidata"
"Constantine M Eakin",1799,1869,70,NA,"France","http://www.wikidata.org/entity/Q39412722","wikidata"
"Claire Démar",1799,1833,34,"writer","France","http://www.wikidata.org/entity/Q923834","wikidata"
"Antonia Brunet de Annat",1800,1900,100,"painter","France","http://www.wikidata.org/entity/Q105970686","wikidata"
"Auguste",1800,1900,100,"writer","France","http://www.wikidata.org/entity/Q110164447","wikidata"
"Q16719798",1800,1800,0,"opera singer","France","http://www.wikidata.org/entity/Q16719798","wikidata"
"Charles César Robin",1800,1900,100,"writer","France","http://www.wikidata.org/entity/Q2410766","wikidata"
"Alejo Helvecio Lanier Langlais",1800,1900,100,"military engineer","France","http://www.wikidata.org/entity/Q28501644","wikidata"
"Q4491056",1800,1856,56,"educator","France","http://www.wikidata.org/entity/Q4491056","wikidata"
"Antoine le Blanc",1800,1833,33,NA,"France","http://www.wikidata.org/entity/Q4775567","wikidata"
"Simón Candau Superville",1800,1900,100,NA,"France","http://www.wikidata.org/entity/Q6128876","wikidata"
"William Gauci",1801,1801,0,"lithographer","France","http://www.wikidata.org/entity/Q21289926","wikidata"
"Louis Chappon",1802,1878,76,"fencing master","France","http://www.wikidata.org/entity/Q12351275","wikidata"
"Q66424179",1803,1879,76,"historian","France","http://www.wikidata.org/entity/Q66424179","wikidata"
"Apollon Barret",1804,1879,75,"oboist","France","http://www.wikidata.org/entity/Q3774146","wikidata"
"Jacques Mangeart",1805,1874,69,"writer","France","http://www.wikidata.org/entity/Q21545865","wikidata"
"Floriana Foscolo",1805,1829,24,NA,"France","http://www.wikidata.org/entity/Q26973483","wikidata"
"Charles Schacher",1806,1883,77,"industrialist","France","http://www.wikidata.org/entity/Q106859634","wikidata"
"Louis-Marie-Joseph-Eusèbe Caverot",1806,1887,81,"Catholic priest","France","http://www.wikidata.org/entity/Q1229059","wikidata"
"Florian-Jules-Félix Desprez",1807,1895,88,"Catholic priest","France","http://www.wikidata.org/entity/Q664853","wikidata"
"Félix Billet",1808,1882,74,"physicist","France","http://www.wikidata.org/entity/Q1479441","wikidata"
"Camille Bernabé",1808,1860,52,"photographer","France","http://www.wikidata.org/entity/Q23411635","wikidata"
"Thomas Scott",1808,1878,70,"writer","France","http://www.wikidata.org/entity/Q3525557","wikidata"
"Jules Le Chevrel",1810,1872,62,"painter","France","http://www.wikidata.org/entity/Q10312815","wikidata"
"Jules François Richard",1810,1868,58,"politician","France","http://www.wikidata.org/entity/Q29359429","wikidata"
"Prosper Poitevin",1810,1884,74,"writer","France","http://www.wikidata.org/entity/Q3407803","wikidata"
"Aimé-Victor-François Guilbert",1812,1889,77,"Catholic priest","France","http://www.wikidata.org/entity/Q2518222","wikidata"
"Francis D'Avignon",1813,1861,48,"artist","France","http://www.wikidata.org/entity/Q27918363","wikidata"
"Eugène Forjonel",1813,1884,71,"artist","France","http://www.wikidata.org/entity/Q29396165","wikidata"
"Louis-Luc Godey",1813,1873,60,"mycologist","France","http://www.wikidata.org/entity/Q6686471","wikidata"
"Marie Pauline Adrienne Coeffier",1814,1900,86,"painter","France","http://www.wikidata.org/entity/Q38001702","wikidata"
"Jean Baptiste Charles Carbonneau",1815,1869,54,"scientific illustrator","France","http://www.wikidata.org/entity/Q53499145","wikidata"
"Jean-Joseph-Léon Talmier",1815,1862,47,NA,"France","http://www.wikidata.org/entity/Q9543677","wikidata"
"Jean Peter Du Moulin",1816,1901,85,"military officer","France","http://www.wikidata.org/entity/Q104286458","wikidata"
"John Abercrombie",1817,1892,75,"cricketer","France","http://www.wikidata.org/entity/Q14946811","wikidata"
"François L. A. Pioche",1818,1872,54,"financier","France","http://www.wikidata.org/entity/Q63078972","wikidata"
"Charles St Julian",1819,1874,55,"judge","France","http://www.wikidata.org/entity/Q16065429","wikidata"
"Charles-Louis Hanon",1819,1900,81,"composer","France","http://www.wikidata.org/entity/Q651972","wikidata"
"Louis Pinel",1820,1889,69,"military officer","France","http://www.wikidata.org/entity/Q23901667","wikidata"
"Jacques Legrand",1820,1912,92,"writer","France","http://www.wikidata.org/entity/Q849856","wikidata"
"Eugène Rimmel",1821,1887,66,"businessperson","France","http://www.wikidata.org/entity/Q3060153","wikidata"
"Charles Heidsieck",1822,1893,71,"businessperson","France","http://www.wikidata.org/entity/Q2959334","wikidata"
"Augustine Werner",1822,1899,77,"photographer","France","http://www.wikidata.org/entity/Q64416026","wikidata"
"Étienne Pernet",1824,1899,75,"Catholic priest","France","http://www.wikidata.org/entity/Q4025427","wikidata"
"Eugenio Arbeit",1824,1900,76,"painter","France","http://www.wikidata.org/entity/Q54568662","wikidata"
"Jean Schoen",1825,1887,62,NA,"France","http://www.wikidata.org/entity/Q1685817","wikidata"
"Alfred Fillon",1825,1881,56,"photographer","France","http://www.wikidata.org/entity/Q20048997","wikidata"
"Guillaume-Marie-Romain Sourrieu",1825,1899,74,"Catholic priest","France","http://www.wikidata.org/entity/Q2256568","wikidata"
"Louis-Albert Schmidt",1825,1894,69,"painter","France","http://www.wikidata.org/entity/Q2503167","wikidata"
"Auguste Frederic Lendy",1826,1889,63,"military officer","France","http://www.wikidata.org/entity/Q18526580","wikidata"
"Charles Sartoris",1826,1884,58,NA,"France","http://www.wikidata.org/entity/Q76287802","wikidata"
"Paul LaCroix",1827,1869,42,"painter","France","http://www.wikidata.org/entity/Q19379458","wikidata"
"George Prance",1827,1885,58,NA,"France","http://www.wikidata.org/entity/Q5543530","wikidata"
"William Gordon Cameron",1827,1913,86,"military personnel","France","http://www.wikidata.org/entity/Q8010019","wikidata"
"Pauline Cassin Caro",1828,1901,73,"novelist","France","http://www.wikidata.org/entity/Q18533700","wikidata"
"Alphonse Bigot",1828,1872,44,"artist","France","http://www.wikidata.org/entity/Q43691951","wikidata"
"Pauline Colson",1828,1904,76,"opera singer","France","http://www.wikidata.org/entity/Q59634705","wikidata"
"Christian Erb",1829,1908,79,"politician","France","http://www.wikidata.org/entity/Q111228100","wikidata"
"Nicholas Geschwind",1829,1897,68,NA,"France","http://www.wikidata.org/entity/Q16059774","wikidata"
"Elias Colbert",1829,1921,92,"astronomer","France","http://www.wikidata.org/entity/Q16441012","wikidata"
"Leon Victor Emmanuel Huttinot",1829,1903,74,"diplomat","France","http://www.wikidata.org/entity/Q63684007","wikidata"
"Peter Howard",1829,1875,46,NA,"France","http://www.wikidata.org/entity/Q7174747","wikidata"
"Marie Guiraud",1830,1909,79,"rancher","France","http://www.wikidata.org/entity/Q16037698","wikidata"
"Paul Frenzeny",1830,1902,72,"painter","France","http://www.wikidata.org/entity/Q41340923","wikidata"
"Victor-Lucien-Sulpice Lécot",1831,1908,77,"Catholic priest","France","http://www.wikidata.org/entity/Q1660804","wikidata"
"Salvador Juan Damato Phillips",1832,1879,47,NA,"France","http://www.wikidata.org/entity/Q100755480","wikidata"
"Jean Pernet, père",1832,1896,64,"rose breeder","France","http://www.wikidata.org/entity/Q3173905","wikidata"
"Jean J. Beaufort",1832,1897,65,NA,"France","http://www.wikidata.org/entity/Q6170883","wikidata"
"Anthony Durier",1833,1904,71,"Catholic priest","France","http://www.wikidata.org/entity/Q4772432","wikidata"
"Charles H. Duprez",1833,1902,69,"singer","France","http://www.wikidata.org/entity/Q5078555","wikidata"
"Perfecto Giot",1834,1898,64,"businessperson","France","http://www.wikidata.org/entity/Q6072358","wikidata"
"Madame Moustache",1834,1879,45,"businessperson","France","http://www.wikidata.org/entity/Q6726318","wikidata"
"Maximin Giraud",1835,1875,40,"shepherd","France","http://www.wikidata.org/entity/Q3302806","wikidata"
"Edmond Viancin",1836,1877,41,"painter","France","http://www.wikidata.org/entity/Q52032114","wikidata"
"Leon Young de Blankenheim",1837,1863,26,"military personnel","France","http://www.wikidata.org/entity/Q11764473","wikidata"
"Joseph Frantz",1837,1913,76,"soldier","France","http://www.wikidata.org/entity/Q6283220","wikidata"
"Joseph S. Labill",1837,1911,74,NA,"France","http://www.wikidata.org/entity/Q6286756","wikidata"
"Joseph Dépierre",1838,1910,72,NA,"France","http://www.wikidata.org/entity/Q110137036","wikidata"
"Léon Trousset",1838,1917,79,"painter","France","http://www.wikidata.org/entity/Q41077588","wikidata"
"Alphonse de Voss",1840,1888,48,"missionary","France","http://www.wikidata.org/entity/Q11071766","wikidata"
"Paul Frenzeny",1840,1902,62,"illustrator","France","http://www.wikidata.org/entity/Q37845568","wikidata"
"Guillaume-Marie-Joseph Labouré",1841,1906,65,"Catholic priest","France","http://www.wikidata.org/entity/Q2629249","wikidata"
"Eugène-Paul Coupat",1842,1890,48,"missionary","France","http://www.wikidata.org/entity/Q15647848","wikidata"
"Ernest Henri Griset",1843,1907,64,"illustrator","France","http://www.wikidata.org/entity/Q21458528","wikidata"
"Emile Pradignat",1844,1912,68,"chess composer","France","http://www.wikidata.org/entity/Q28966925","wikidata"
"Albert Lévy",1844,1907,63,"writer","France","http://www.wikidata.org/entity/Q69420626","wikidata"
"Charles Tanguy",1845,2000,155,"composer","France","http://www.wikidata.org/entity/Q1066219","wikidata"
"Feriyal Kadinefendi",1845,1902,57,"aristocrat","France","http://www.wikidata.org/entity/Q25983046","wikidata"
"Maurice Vignaux",1846,1916,70,"carom billiards player","France","http://www.wikidata.org/entity/Q1911457","wikidata"
"Alphonse Estoclet",1847,1929,82,"writer","France","http://www.wikidata.org/entity/Q55451693","wikidata"
"Byron Brenan",1847,1927,80,"diplomat","France","http://www.wikidata.org/entity/Q65046698","wikidata"
"Frédéric Dillaye",1848,1905,57,NA,"France","http://www.wikidata.org/entity/Q110089160","wikidata"
"Stanislas Touchet",1848,1926,78,"Catholic priest","France","http://www.wikidata.org/entity/Q220220","wikidata"
"Louis-Hippolyte-Aristide Raguit",1848,1889,41,"missionary","France","http://www.wikidata.org/entity/Q55951111","wikidata"
"Sixten Lewenhaupt",1849,1916,67,"military personnel","France","http://www.wikidata.org/entity/Q106177714","wikidata"
"Leon Frappart",1849,1877,28,"dancer","France","http://www.wikidata.org/entity/Q55681118","wikidata"
"Elise Malmros",1849,1937,88,"writer","France","http://www.wikidata.org/entity/Q67198470","wikidata"
"Francisco du Bocage",1850,1919,69,"photographer","France","http://www.wikidata.org/entity/Q10285489","wikidata"
"Louis Testart",1850,1999,149,"entrepreneur","France","http://www.wikidata.org/entity/Q19720152","wikidata"
"Pierre-Marie-François Lalouyer",1850,1923,73,"missionary","France","http://www.wikidata.org/entity/Q32606701","wikidata"
"Percy Fendall",1850,1917,67,"writer","France","http://www.wikidata.org/entity/Q55282613","wikidata"
"Louis Antoine Gay",1851,1915,64,"military personnel","France","http://www.wikidata.org/entity/Q24352260","wikidata"
"Hector Sévin",1852,1916,64,"Catholic priest","France","http://www.wikidata.org/entity/Q1246898","wikidata"
"Alexandre Berlioz",1852,1929,77,"missionary","France","http://www.wikidata.org/entity/Q15627375","wikidata"
"Augustin Charpentier",1852,1916,64,"physician","France","http://www.wikidata.org/entity/Q4821095","wikidata"
"Emile Lejeune",1853,1916,63,NA,"France","http://www.wikidata.org/entity/Q16066475","wikidata"
"Henri Gallice",1853,1930,77,"businessperson","France","http://www.wikidata.org/entity/Q18924159","wikidata"
"Bianca Donadio",1853,1911,58,"soprano","France","http://www.wikidata.org/entity/Q28374107","wikidata"
"Al Herpin",1853,1947,94,NA,"France","http://www.wikidata.org/entity/Q4704027","wikidata"
"Lionel MacDonald Stephenson",1854,1907,53,"painter","France","http://www.wikidata.org/entity/Q110899061","wikidata"
"Léon Ehrhart",1854,1875,21,"composer","France","http://www.wikidata.org/entity/Q1879410","wikidata"
"Marie-Félix Choulet",1854,1889,35,"missionary","France","http://www.wikidata.org/entity/Q32606728","wikidata"
"Q60837601",1854,1907,53,NA,"France","http://www.wikidata.org/entity/Q60837601","wikidata"
"John William Muir Mackenzie",1854,1916,62,"diplomat","France","http://www.wikidata.org/entity/Q6264229","wikidata"
"George François Mugnier",1855,1936,81,"photographer","France","http://www.wikidata.org/entity/Q94428846","wikidata"
"John Alexander Wilson",1856,1928,72,"land surveyor","France","http://www.wikidata.org/entity/Q104287157","wikidata"
"Bertha Guillaume",1856,1928,72,"artist","France","http://www.wikidata.org/entity/Q112088024","wikidata"
"François de Nion",1856,1923,67,"writer","France","http://www.wikidata.org/entity/Q3086275","wikidata"
"Gaston Michel",1856,1921,65,"actor","France","http://www.wikidata.org/entity/Q3099092","wikidata"
"Joseph Pernet-Ducher",1859,1928,69,"rose breeder","France","http://www.wikidata.org/entity/Q2390188","wikidata"
"Luciano Abeille",1859,1949,90,"physician","France","http://www.wikidata.org/entity/Q50416160","wikidata"
"Lionel Decle",1859,1907,48,"writer","France","http://www.wikidata.org/entity/Q68176980","wikidata"
"Jean Baptiste Eugène Estienne",1860,1936,76,"military personnel","France","http://www.wikidata.org/entity/Q375484","wikidata"
"Fred Bonsor",1862,1932,70,"rugby union player","France","http://www.wikidata.org/entity/Q5494660","wikidata"
"Alexis Lépicier",1863,1936,73,"Catholic priest","France","http://www.wikidata.org/entity/Q1366270","wikidata"
